,title,author,cover_image,publisher,cover_price,page_count,book_type,book_format,publication_date
947,A Tale of the Free: Exile,Brian Ruckley,http://ecx.images-amazon.com/images/I/61940TWJqSL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2016-06-07
948,Rise: The Complete Newsflesh Collection,Mira Grant,http://ecx.images-amazon.com/images/I/51yNR9xuNlL.jpg,Orbit (US),$25.00,x+642,COLLECTION,hc,2016-06-21
949,Hope and Red,Jon Skovron,http://ecx.images-amazon.com/images/I/51%2BHSweztkL.jpg,Orbit (US),$9.99,490,NOVEL,tp,2016-06-28
950,Hope and Red,Jon Skovron,https://images-na.ssl-images-amazon.com/images/I/510CMPkB0cL.jpg,Orbit (US),$1.99,,NOVEL,ebook,2016-06-28
951,Killing Titan,Greg Bear,http://ecx.images-amazon.com/images/I/513z6lBALrL.jpg,Orbit (US),$15.99,326,NOVEL,tp,2016-07-05
952,Fool's Gold,Jon Hollins,http://ecx.images-amazon.com/images/I/51TjjAwEycL.jpg,Orbit (US),$14.99,516,NOVEL,tp,2016-07-19
953,Imprudence,Gail Carriger,http://www.isfdb.org/wiki/images/5/5c/MPRDNCTHCS2016.jpg,Orbit (US),$25.00,352,NOVEL,hc,2016-07-19
954,Fool's Gold,Jon Hollins,http://ecx.images-amazon.com/images/I/51i8v7qbBfL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-07-19
955,Imprudence,Gail Carriger,http://ecx.images-amazon.com/images/I/614eFtsEknL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-07-19
956,The Shadow of What Was Lost,James Islington,http://ecx.images-amazon.com/images/I/51oul60C3fL.jpg,Orbit (US),$4.99,,NOVEL,ebook,2016-07-19
957,Wasteland King,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/518VqfOFsIL.jpg,Orbit (US),$15.99,316,NOVEL,tp,2016-07-26
958,Bite,K. S. Merbeth,http://ecx.images-amazon.com/images/I/51mtxiIysiL.jpg,Orbit (US),$9.99,374,NOVEL,tp,2016-07-26
959,Wasteland King,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51gfx3No0YL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-07-26
960,Bite,K. S. Merbeth,http://ecx.images-amazon.com/images/I/51j-Dd2sOYL.jpg,Orbit (US),$8.99,,NOVEL,ebook,2016-07-26
961,Chimera,Mira Grant,http://ecx.images-amazon.com/images/I/61fjh3X4G6L.jpg,Orbit (US),$16.99,486,NOVEL,tp,2016-08-02
962,Behind the Throne,K. B. Wagers,http://ecx.images-amazon.com/images/I/51ryTZJ7P5L.jpg,Orbit (US),$14.99,406,NOVEL,tp,2016-08-02
963,Behind the Throne,K. B. Wagers,http://ecx.images-amazon.com/images/I/51Fdp5It8cL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-08-02
964,Angel of Storms,Trudi Canavan,http://ecx.images-amazon.com/images/I/61T%2BCdmjxoL.jpg,Orbit (US),$15.99,568,NOVEL,tp,2016-08-16
965,The Obelisk Gate,N. K. Jemisin,http://ecx.images-amazon.com/images/I/61Kn6y2nA6L.jpg,Orbit (US),$15.99,407,NOVEL,tp,2016-08-16
966,The Obelisk Gate,N. K. Jemisin,http://ecx.images-amazon.com/images/I/61Y421UsStL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-08-16
967,Origins,Jamie Sawyer,http://ecx.images-amazon.com/images/I/51PqXVXcVeL.jpg,Orbit (US),$9.99,443,NOVEL,pb,2016-08-30
968,Origins,Jamie Sawyer,http://ecx.images-amazon.com/images/I/51czoaCGUsL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-08-30
969,Wolfhound Empire,Peter Higgins,http://ecx.images-amazon.com/images/I/51vZrwGemCL.jpg,Orbit (US),$17.99,960,OMNIBUS,tp,2016-09-06
970,Chasing Embers,James Bennett,http://ecx.images-amazon.com/images/I/51ABlMZG5AL.jpg,Orbit (US),$14.99,419,NOVEL,tp,2016-09-06
971,Forsaken Skies,D. Nolan Clark,https://images-na.ssl-images-amazon.com/images/I/51Kf8MiZzAL.jpg,Orbit (US),$15.99,568,NOVEL,tp,2016-09-06
972,Forsaken Skies,D. Nolan Clark,http://ecx.images-amazon.com/images/I/51ABcF5zutL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-09-06
973,Wolfhound Empire,Peter Higgins,http://ecx.images-amazon.com/images/I/51Ezl1%2BecgL.jpg,Orbit (US),$11.99,,OMNIBUS,ebook,2016-09-06
974,Chasing Embers,James Bennett,http://ecx.images-amazon.com/images/I/51eCY3UvE%2BL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-09-06
975,A Tale of the Free: Tyrant,Brian Ruckley,http://ecx.images-amazon.com/images/I/61%2BPngD1a0L.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2016-09-06
976,The Last Days of Jack Sparks,Jason Arnopp,http://ecx.images-amazon.com/images/I/510gV10metL.jpg,Orbit (US),$24.00,376+[4],NOVEL,hc,2016-09-13
977,Wake of Vultures,Lila Bowen,http://ecx.images-amazon.com/images/I/51DWORWV3OL.jpg,Orbit (US),$15.99,335,NOVEL,tp,2016-09-20
978,Revenger,Alastair Reynolds,http://ecx.images-amazon.com/images/I/51dpVSBApDL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-10-00
979,Feedback,Mira Grant,http://ecx.images-amazon.com/images/I/51IjttX1Z4L.jpg,Orbit (US),$25.00,489,NOVEL,hc,2016-10-04
980,Feedback,Mira Grant,http://ecx.images-amazon.com/images/I/51ToJq-%2BaNL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-10-04
981,Conspiracy of Ravens,Lila Bowen,http://ecx.images-amazon.com/images/I/517Ra%2B%2BScQL.jpg,Orbit (US),$25.00,356,NOVEL,hc,2016-10-11
982,Chaosmage,Stephen Aryan,http://ecx.images-amazon.com/images/I/51ol15%2BBWXL.jpg,Orbit (US),$16.99,454,NOVEL,tp,2016-10-11
983,Conspiracy of Ravens,Lila Bowen,http://ecx.images-amazon.com/images/I/51cfoLUDyfL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-10-11
984,Chaosmage,Stephen Aryan,http://ecx.images-amazon.com/images/I/513SoNKlXlL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2016-10-11
985,The Blood Mirror,Brent Weeks,http://www.isfdb.org/wiki/images/c/c5/THBLDMRRRL2016.jpg,Orbit (US),$28.00,xxii+682,NOVEL,hc,2016-10-25
986,The Plague of Swords,Miles Cameron,http://ecx.images-amazon.com/images/I/61no4KG8S8L.jpg,Orbit (US),$16.99,464,NOVEL,tp,2016-10-25
987,The Blood Mirror,Brent Weeks,http://ecx.images-amazon.com/images/I/51OEXtxfL0L.jpg,Orbit (US),$14.99,,NOVEL,ebook,2016-10-25
988,The Plague of Swords,Miles Cameron,http://ecx.images-amazon.com/images/I/61khw2ZDhUL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2016-10-25
989,The Shadow of What Was Lost,James Islington,http://ecx.images-amazon.com/images/I/51hfHQkL61L.jpg,Orbit (US),$26.00,693,NOVEL,hc,2016-11-08
990,The First Law Trilogy,Joe Abercrombie,http://ecx.images-amazon.com/images/I/61RReh9D8bL.jpg,Orbit (US),$39.99,1680,OMNIBUS,tp,2016-11-15
991,Echoes: Stories from Outer Earth,Rob Boffard,http://ecx.images-amazon.com/images/I/51w-OZDWk3L.jpg,Orbit (US),$2.99,,COLLECTION,ebook,2016-11-15
992,Fireborn,David Dalglish,http://ecx.images-amazon.com/images/I/51G73QQT6wL.jpg,Orbit (US),$16.99,487,NOVEL,tp,2016-11-22
993,Fireborn,David Dalglish,http://ecx.images-amazon.com/images/I/51Z8TmVsO0L.jpg,Orbit (US),$11.99,,NOVEL,ebook,2016-11-22
994,Dissidence,Ken MacLeod,http://www.isfdb.org/wiki/images/a/a2/THCRPRTNWB2016.jpg,Orbit (US),$9.99,349,NOVEL,tp,2016-11-29
995,Wrath,John Gwynne,http://ecx.images-amazon.com/images/I/519CugmQ26L.jpg,Orbit (US),$16.99,685,NOVEL,tp,2016-12-06
996,The Liberation,Ian Tregillis,http://ecx.images-amazon.com/images/I/61ANTTbd%2BnL.jpg,Orbit (US),$16.99,433,NOVEL,tp,2016-12-06
997,Babylon's Ashes,James S. A. Corey,http://www.isfdb.org/wiki/images/d/d4/BBLNSSHSTH2016.jpg,Orbit (US),$27.00,538,NOVEL,hc,2016-12-06
998,The Liberation,Ian Tregillis,https://images-na.ssl-images-amazon.com/images/I/619DvY%2B--GL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2016-12-06
999,Babylon's Ashes,James S. A. Corey,https://images-na.ssl-images-amazon.com/images/I/51GChmkZPvL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-12-06
1000,After the Crown,K. B. Wagers,http://ecx.images-amazon.com/images/I/51q4vtn3OHL.jpg,Orbit (US),$15.99,389,NOVEL,tp,2016-12-13
1001,The Immortals,Jordanna Max Brodsky,http://ecx.images-amazon.com/images/I/51JU9TEPg0L.jpg,Orbit (US),$15.99,451,NOVEL,tp,2016-12-13
1002,After the Crown,K. B. Wagers,https://images-na.ssl-images-amazon.com/images/I/51W7G%2BxoZWL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-12-13
1003,Take Back the Sky,Greg Bear,http://ecx.images-amazon.com/images/I/51b4IHt1ndL.jpg,Orbit (US),$26.00,296,NOVEL,hc,2016-12-20
1004,The Dreamblood Duology,N. K. Jemisin,http://ecx.images-amazon.com/images/I/61qRSZ5X0UL.jpg,Orbit (US),$19.99,941,OMNIBUS,tp,2016-12-20
1005,Insurgence,Ken MacLeod,http://www.isfdb.org/wiki/images/f/ff/THCRPRTNWC2016.jpg,Orbit (US),$9.99,331,NOVEL,tp,2016-12-20
1006,The Dreamblood Duology,N. K. Jemisin,https://images-na.ssl-images-amazon.com/images/I/614vnqPE5zL.jpg,Orbit (US),$12.99,,OMNIBUS,ebook,2016-12-20
1007,Take Back the Sky,Greg Bear,https://images-na.ssl-images-amazon.com/images/I/519zto3R%2BKL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-12-20
1008,Insurgence,Ken MacLeod,https://images-na.ssl-images-amazon.com/images/I/51tyafDCW%2BL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-12-20
1009,Snakewood,Adrian Selby,http://ecx.images-amazon.com/images/I/519sDxPTFtL.jpg,Orbit (US),$15.99,410,NOVEL,tp,2017-01-17
1010,A Blade of Black Steel,Alex Marshall,http://ecx.images-amazon.com/images/I/61m85p0DRWL.jpg,Orbit (US),$16.99,536,NOVEL,tp,2017-01-17
1011,God Save the Queen,Kate Locke,http://ecx.images-amazon.com/images/I/51vvf%2BgxuZL.jpg,Orbit (US),$9.99,365,NOVEL,tp,2017-01-31
1012,Rise Rise: A Newsflesh Collection,Mira Grant,http://ecx.images-amazon.com/images/I/51lKZhGlI7L.jpg,Orbit (US),$9.99,816,COLLECTION,tp,2017-01-31
1013,Six Wakes,Mur Lafferty,http://ecx.images-amazon.com/images/I/51OAiRVNgKL.jpg,Orbit (US),$15.99,361,NOVEL,tp,2017-01-31
1014,Six Wakes,Mur Lafferty,https://images-na.ssl-images-amazon.com/images/I/51KTW6wK-HL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-01-31
1015,Imprudence,Gail Carriger,https://images-na.ssl-images-amazon.com/images/I/614buxoWqJL.jpg,Orbit (US),$15.99,352,NOVEL,tp,2017-02-07
1016,Winter of the Gods,Jordanna Max Brodsky,https://images-na.ssl-images-amazon.com/images/I/51QekiNRd3L.jpg,Orbit (US),$26.00,463,NOVEL,hc,2017-02-14
1017,Winter of the Gods,Jordanna Max Brodsky,https://images-na.ssl-images-amazon.com/images/I/51clI7r4FSL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2017-02-14
1018,Kings of the Wyld,Nicholas Eames,https://images-na.ssl-images-amazon.com/images/I/51RHTJxnhtL.jpg,Orbit (US),$14.99,492,NOVEL,tp,2017-02-21
1019,Kings of the Wyld,Nicholas Eames,https://images-na.ssl-images-amazon.com/images/I/51H%2BXoP-wTL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-02-21
1020,The Queen Is Dead,Kate Locke,https://images-na.ssl-images-amazon.com/images/I/513ebV5vyUL.jpg,Orbit (US),$9.99,317,NOVEL,tp,2017-02-28
1021,Bane and Shadow,Jon Skovron,https://images-na.ssl-images-amazon.com/images/I/51zVLH1wl7L.jpg,Orbit (US),$9.99,506,NOVEL,tp,2017-02-28
1022,Bane and Shadow,Jon Skovron,https://images-na.ssl-images-amazon.com/images/I/51gdWU6X5gL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-02-28
1023,Sins of Empire,Brian McClellan,https://images-na.ssl-images-amazon.com/images/I/516FFlTezPL.jpg,Orbit (US),$26.00,604,NOVEL,hc,2017-03-07
1024,Sins of Empire,Brian McClellan,https://images-na.ssl-images-amazon.com/images/I/511BcVBU-hL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2017-03-07
1025,Sharp Ends,Joe Abercrombie,https://images-na.ssl-images-amazon.com/images/I/51t9k0uUa5L.jpg,Orbit (US),$15.99,287,COLLECTION,tp,2017-03-14
1026,New York 2140,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/2/20/NWRKCNXMSM2017.jpg,Orbit (US),$28.00,613,NOVEL,hc,2017-03-14
1027,The Remnant,Charlie Fletcher,https://images-na.ssl-images-amazon.com/images/I/61a89JRzzhL.jpg,Orbit (US),$16.99,414,NOVEL,tp,2017-03-14
1028,The Lady of the Lake,Andrzej Sapkowski,https://images-na.ssl-images-amazon.com/images/I/51yy4jOoSPL.jpg,Orbit (US),$16.99,531,NOVEL,tp,2017-03-14
1029,New York 2140,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/2/20/NWRKCNXMSM2017.jpg,Orbit (US),$28.00,613,NOVEL,hc,2017-03-14
1030,The Lady of the Lake,Andrzej Sapkowski,https://images-na.ssl-images-amazon.com/images/I/51bxN3OZmmL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-03-14
1031,New York 2140,Kim Stanley Robinson,https://images-na.ssl-images-amazon.com/images/I/517YXyHv3RL.jpg,Orbit (US),$14.99,,NOVEL,ebook,2017-03-14
1032,The Remnant,Charlie Fletcher,https://images-na.ssl-images-amazon.com/images/I/51ConSujEBL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-03-14
1033,Fellside,M. R. Carey,https://images-na.ssl-images-amazon.com/images/I/412lqwcFAoL.jpg,Orbit (US),$15.99,486,NOVEL,tp,2017-03-21
1034,Long Live the Queen,Kate Locke,https://images-na.ssl-images-amazon.com/images/I/51bFd2z45GL.jpg,Orbit (US),$9.99,290,NOVEL,tp,2017-03-28
1035,The Last Days of Jack Sparks,Jason Arnopp,https://images-na.ssl-images-amazon.com/images/I/510gV10metL.jpg,Orbit (US),$15.99,376,NOVEL,tp,2017-04-04
1036,Legend Has It,Elliott James,https://images-na.ssl-images-amazon.com/images/I/513oV2qAOWL.jpg,Orbit (US),$15.99,419,NOVEL,tp,2017-04-18
1037,Forgotten Worlds,D. Nolan Clark,https://images-na.ssl-images-amazon.com/images/I/51UJ9m1bYkL.jpg,Orbit (US),$16.99,588,NOVEL,tp,2017-04-18
1038,Forgotten Worlds,D. Nolan Clark,https://images-na.ssl-images-amazon.com/images/I/51dR9Gnx-xL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-04-18
1039,The Ship,Antonia Honeywell,https://images-na.ssl-images-amazon.com/images/I/51leD4bJZmL.jpg,Orbit (US),$26.00,309,NOVEL,hc,2017-04-25
1040,The Ship,Antonia Honeywell,https://images-na.ssl-images-amazon.com/images/I/51I6Y6VesIL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-04-25
1041,The Boy on the Bridge,M. R. Carey,https://images-na.ssl-images-amazon.com/images/I/41gHgU2b7iL.jpg,Orbit (US),$26.00,392,NOVEL,hc,2017-05-02
1042,The Boy on the Bridge,M. R. Carey,https://images-na.ssl-images-amazon.com/images/I/41UYz%2BZHcQL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2017-05-02
1043,The Shadow of What Was Lost,James Islington,https://images-na.ssl-images-amazon.com/images/I/51hfHQkL61L.jpg,Orbit (US),$15.99,693,NOVEL,tp,2017-05-09
1044,Take Back the Sky,Greg Bear,https://images-na.ssl-images-amazon.com/images/I/51FLS%2Bwr8%2BL.jpg,Orbit (US),$15.99,296,NOVEL,tp,2017-05-09
1045,Feedback,Mira Grant,http://www.isfdb.org/wiki/images/7/70/FDBCKGXPWQ2017.jpg,Orbit (US),$9.99,550,NOVEL,tp,2017-05-30
1046,Extinction Horizon,Nicholas Sansbury Smith,https://images-na.ssl-images-amazon.com/images/I/51Z4QUMY5kL.jpg,Orbit (US),$5.99,356,NOVEL,tp,2017-05-30
1047,Cormorant Run,Lilith Saintcrow,https://images-na.ssl-images-amazon.com/images/I/51mmqH1WIxL.jpg,Orbit (US),$15.99,369,NOVEL,tp,2017-06-13
1048,Cormorant Run,Lilith Saintcrow,https://images-na.ssl-images-amazon.com/images/I/51mmqH1WIxL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-06-13
1049,You Die When You Die,Angus Watson,https://images-na.ssl-images-amazon.com/images/I/51gde%2Bw8XvL.jpg,Orbit (US),$15.99,464,NOVEL,tp,2017-06-20
1050,The Management Style of the Supreme Beings,Tom Holt,https://images-na.ssl-images-amazon.com/images/I/51VnnkOMcRL.jpg,Orbit (US),$14.99,369,NOVEL,tp,2017-06-20
1051,The Management Style of the Supreme Beings,Tom Holt,https://images-na.ssl-images-amazon.com/images/I/51MrSR93OcL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-06-20
1052,You Die When You Die,Angus Watson,https://images-na.ssl-images-amazon.com/images/I/51%2BDwZ6rS8L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-06-20
1053,Extinction Edge,Nicholas Sansbury Smith,https://images-na.ssl-images-amazon.com/images/I/51qwoToltHL.jpg,Orbit (US),$9.99,290,NOVEL,tp,2017-06-27
1054,The Fatal Gate,Ian Irvine,https://images-na.ssl-images-amazon.com/images/I/51EMxbddUWL.jpg,Orbit (US),$16.99,572,NOVEL,tp,2017-06-27
1055,Soul of the World,David Mealing,https://images-na.ssl-images-amazon.com/images/I/51vGtPWurcL.jpg,Orbit (US),$15.99,619,NOVEL,tp,2017-06-27
1056,The Court of Broken Knives,Anna Smith Spark,https://images-na.ssl-images-amazon.com/images/I/51U5%2BQ7V7tL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-06-27
1057,The Fatal Gate,Ian Irvine,https://images-na.ssl-images-amazon.com/images/I/51OWhY2FsCL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-06-27
1058,Soul of the World,David Mealing,https://images-na.ssl-images-amazon.com/images/I/51VoguBncVL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-06-27
1059,Winter of the Gods,Jordanna Max Brodsky,https://images-na.ssl-images-amazon.com/images/I/51MF2GaUWhL.jpg,Orbit (US),$15.99,452,NOVEL,tp,2017-07-11
1060,First Watch,Dale Lucas,https://images-na.ssl-images-amazon.com/images/I/51NWABVyTQL.jpg,Orbit (US),$14.99,379,NOVEL,tp,2017-07-11
1061,Conspiracy of Ravens,Lila Bowen,https://images-na.ssl-images-amazon.com/images/I/51yI4ENTjcL.jpg,Orbit (US),$15.99,354,NOVEL,tp,2017-07-18
1062,The Blood Mirror,Brent Weeks,https://images-na.ssl-images-amazon.com/images/I/51PLoVhPT6L.jpg,Orbit (US),$16.99,xix+682,NOVEL,tp,2017-07-18
1063,The Last Wish,Andrzej Sapkowski,https://images-na.ssl-images-amazon.com/images/I/51eHtkVLL5L.jpg,Orbit (US),$15.99,320,COLLECTION,tp,2017-07-18
1064,Strange Dogs,James S. A. Corey,https://images-na.ssl-images-amazon.com/images/I/5115NYTzRxL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2017-07-18
1065,Extinction Age,Nicholas Sansbury Smith,https://images-na.ssl-images-amazon.com/images/I/51vfWdG3unL.jpg,Orbit (US),$9.99,300,NOVEL,tp,2017-07-25
1066,Raid,K. S. Merbeth,https://images-na.ssl-images-amazon.com/images/I/51GIgQ8Q4%2BL.jpg,Orbit (US),$9.99,332,NOVEL,tp,2017-07-25
1067,Strange Practice,Vivian Shaw,https://images-na.ssl-images-amazon.com/images/I/61WMUVR7PWL.jpg,Orbit (US),$14.99,353,NOVEL,tp,2017-07-25
1068,Raid,K. S. Merbeth,https://images-na.ssl-images-amazon.com/images/I/51GIgQ8Q4%2BL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-07-25
1069,Strange Practice,Vivian Shaw,https://images-na.ssl-images-amazon.com/images/I/61KZB80mVgL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-07-25
1070,Age of Assassins,R. J. Barker,https://images-na.ssl-images-amazon.com/images/I/51389ijoU2L.jpg,Orbit (US),$15.99,393,NOVEL,tp,2017-08-01
1071,Age of Assassins,R. J. Barker,https://images-na.ssl-images-amazon.com/images/I/518wijxR3-L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-08-01
1072,The Prince of Glass,Karen Miller,,Orbit (US),,512,NOVEL,hc,2017-08-01
1073,Age of Assassins,R. J. Barker,https://images-eu.ssl-images-amazon.com/images/I/51ZMlz83raL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-08-03
1074,The Court of Broken Knives,Anna Smith Spark,https://images-na.ssl-images-amazon.com/images/I/51zYYCVyoYL.jpg,Orbit (US),$15.99,466,NOVEL,tp,2017-08-15
1075,The Stone Sky,N. K. Jemisin,https://images-na.ssl-images-amazon.com/images/I/616aYU-j2ML.jpg,Orbit (US),$16.99,445,NOVEL,tp,2017-08-15
1076,The Stone Sky,N. K. Jemisin,https://images-na.ssl-images-amazon.com/images/I/615dkCYcu-L.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-08-15
1077,The Stone Sky,N. K. Jemisin,https://images-na.ssl-images-amazon.com/images/I/616aYU-j2ML.jpg,Orbit (US),$16.99,445,NOVEL,tp,2017-08-15
1078,An Echo of Things to Come,James Islington,https://images-na.ssl-images-amazon.com/images/I/51xWXICigiL.jpg,Orbit (US),$26.00,716,NOVEL,hc,2017-08-22
1079,An Echo of Things to Come,James Islington,https://images-na.ssl-images-amazon.com/images/I/51od8X9o3YL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2017-08-22
1080,Senlin Ascends,Josiah Bancroft,https://images-na.ssl-images-amazon.com/images/I/51eBh19yekL.jpg,Orbit (US),$4.99,,NOVEL,ebook,2017-08-22
1081,Senlin Ascends,Josiah Bancroft,https://images-na.ssl-images-amazon.com/images/I/5195tYG9B9L.jpg,Orbit (US),$4.99,,NOVEL,ebook,2017-08-22
1082,Arm of the Sphinx,Josiah Bancroft,https://images-na.ssl-images-amazon.com/images/I/51U-3nFKarL.jpg,Orbit (US),$4.99,,NOVEL,ebook,2017-08-22
1083,Extinction Evolution,Nicholas Sansbury Smith,https://images-na.ssl-images-amazon.com/images/I/51TjGZUzyNL.jpg,Orbit (US),$9.99,348,NOVEL,tp,2017-08-29
1084,False Idols,Jon Hollins,https://images-na.ssl-images-amazon.com/images/I/51WY4%2BxTKvL.jpg,Orbit (US),$15.99,591,NOVEL,tp,2017-08-29
1085,Raising Fire,James Bennett,https://images-na.ssl-images-amazon.com/images/I/61SkYWs0AvL.jpg,Orbit (US),$15.99,384,NOVEL,tp,2017-08-29
1086,Raising Fire,James Bennett,https://images-na.ssl-images-amazon.com/images/I/51JyEy1tkiL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-08-29
1087,The War Dogs Trilogy,Greg Bear,https://images-na.ssl-images-amazon.com/images/I/51IlqD%2BKSeL.jpg,Orbit (US),$19.99,960,OMNIBUS,tp,2017-09-12
1088,The War Dogs Trilogy,Greg Bear,https://images-na.ssl-images-amazon.com/images/I/51kKNY3xThL.jpg,Orbit (US),$13.99,,OMNIBUS,ebook,2017-09-12
1089,The Imperial Radch Trilogy,Ann Leckie,https://images-na.ssl-images-amazon.com/images/I/51d8gI-oKDL.jpg,Orbit (US),$39.99,1248,OMNIBUS,tp,2017-09-19
1090,Successor's Promise,Trudi Canavan,https://images-na.ssl-images-amazon.com/images/I/61aeExM2i0L.jpg,Orbit (US),$27.00,564,NOVEL,hc,2017-09-19
1091,Successor's Promise,Trudi Canavan,https://images-na.ssl-images-amazon.com/images/I/61Mg7bYEXwL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2017-09-19
1092,Extinction End,Nicholas Sansbury Smith,https://images-na.ssl-images-amazon.com/images/I/51qw8QE6NEL.jpg,Orbit (US),$9.99,442,NOVEL,tp,2017-09-26
1093,Emergence,Ken MacLeod,http://www.isfdb.org/wiki/images/c/c8/THCRPRTNWR2017.jpg,Orbit (US),$9.99,402,NOVEL,tp,2017-09-26
1094,Pariah,Jamie Sawyer,https://images-na.ssl-images-amazon.com/images/I/51HExAjnaQL.jpg,Orbit (US),$9.99,439,NOVEL,tp,2017-09-26
1095,Provenance,Ann Leckie,https://images-na.ssl-images-amazon.com/images/I/51HXlhyZVNL.jpg,Orbit (US),$26.00,439,NOVEL,hc,2017-09-26
1096,Emergence,Ken MacLeod,https://images-na.ssl-images-amazon.com/images/I/51BBwtbsdGL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-09-26
1097,Provenance,Ann Leckie,https://images-na.ssl-images-amazon.com/images/I/51Gsr827o0L.jpg,Orbit (US),$13.99,,NOVEL,ebook,2017-09-26
1098,Pariah,Jamie Sawyer,https://images-na.ssl-images-amazon.com/images/I/51QsClMKcfL.jpg,Orbit (US),$4.99,,NOVEL,ebook,2017-09-28
1099,Mageborn,Stephen Aryan,https://images-na.ssl-images-amazon.com/images/I/51zmeINpOxL.jpg,Orbit (US),$16.99,392,NOVEL,tp,2017-10-03
1100,The Witcher,Andrzej Sapkowski,https://images-na.ssl-images-amazon.com/images/I/51ckGI8q2oL.jpg,Orbit (US),$39.99,1216,OMNIBUS,tp,2017-10-03
1101,Blood of Elves,Andrzej Sapkowski,https://images-na.ssl-images-amazon.com/images/I/51DWHKXcFaL.jpg,Orbit (US),$15.99,432,NOVEL,tp,2017-10-03
1102,Mageborn,Stephen Aryan,https://images-na.ssl-images-amazon.com/images/I/516omFuyyML.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-10-03
1103,Mageborn,Stephen Aryan,https://images-na.ssl-images-amazon.com/images/I/51g8DMqGkUL.jpg,Orbit (US),$4.99,,NOVEL,ebook,2017-10-05
1104,Forbidden Suns,D. Nolan Clark,https://images-na.ssl-images-amazon.com/images/I/5133L5fFvjL.jpg,Orbit (US),$16.99,593,NOVEL,tp,2017-10-17
1105,The Two of Swords: Volume One,K. J. Parker,https://images-na.ssl-images-amazon.com/images/I/512wJ%2BQuCBL.jpg,Orbit (US),$15.99,473,NOVEL,tp,2017-10-17
1106,Forbidden Suns,D. Nolan Clark,https://images-na.ssl-images-amazon.com/images/I/51MZDh75DmL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2017-10-17
1107,The Two of Swords: Volume One,K. J. Parker,https://images-na.ssl-images-amazon.com/images/I/516yUZylJ%2BL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2017-10-17
1108,The Tethered Mage,Melissa Caruso,https://images-na.ssl-images-amazon.com/images/I/51VEQxwi9TL.jpg,Orbit (US),$15.99,434,NOVEL,tp,2017-10-24
1109,Babylon's Ashes,James S. A. Corey,https://images-na.ssl-images-amazon.com/images/I/512YgasYuxL.jpg,Orbit (US),$16.99,536,NOVEL,tp,2017-10-24
