,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image
321,Equations of Life,Simon Morden,9780316125185,$7.99,390,NOVEL,pb,2011-04-00,Orbit (US),http://www.isfdb.org/wiki/images/9/90/QTNSFLFSML2011.jpg
322,The Dragon's Path,Daniel Abraham,9780316080682,$14.99,576,NOVEL,tp,2011-04-00,Orbit (US),http://www.isfdb.org/wiki/images/d/d5/THDRGNSPTB2011.jpg
323,The Company Man,Robert Jackson Bennett,9781841498621,,464,NOVEL,hc,2010-10-00,Orbit (US),http://ecx.images-amazon.com/images/I/51jleTknp5L.jpg
324,The Company Man,Robert Jackson Bennett,9780316054706,$13.99,464,NOVEL,tp,2011-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/514tkDi7e4L.jpg
325,Equations of Life,Simon Morden,9780316134392,$6.99,,NOVEL,ebook,2011-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51uYVfJ98YL.jpg
326,The Ambassador's Mission,Trudi Canavan,9780316037815,$7.99,530,NOVEL,pb,2011-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ss4t-pPtL.jpg
327,Divine Misfortune,A. Lee Martinez,9780316049924,$7.99,321,NOVEL,pb,2011-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/41U4lUmHF9L.jpg
328,The Dragon's Path,Daniel Abraham,9780316175074,$9.99,,NOVEL,ebook,2011-04-07,Orbit (US),http://ecx.images-amazon.com/images/I/51JqCS9a-%2BL.jpg
329,The Company Man,Robert Jackson Bennett,9780316123174,$9.99,,NOVEL,ebook,2011-04-11,Orbit (US),http://ecx.images-amazon.com/images/I/51VdXL82feL.jpg
330,Apocalypse Scenario #683: The Box,Mira Grant,9780316194969,$1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/61NX%2BoP%2BF%2BL.jpg
331,Violet Tendencies,Jaye Wells,9780316188135,$1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/51DnvaysLkL.jpg
332,Scouting Jasmine,Jennifer Rardin,9780316187466,$1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/51hO6bdp8-L.jpg
333,The Legionnaires,T. C. McCarthy,9780316191166,$1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/51ZKiLnQf2L.jpg
334,Theories of Flight,Simon Morden,9780316125154,$7.99,vi+350,NOVEL,pb,2011-05-00,Orbit (US),http://www.isfdb.org/wiki/images/2/2a/THRSFFLGHT2011.jpg
335,Theories of Flight,Simon Morden,9780316175418,$6.99,,NOVEL,ebook,2011-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/61C%2BMGnGl4L.jpg
336,Ember and Ash,Pamela Freeman,9780316053754,$7.99,498,NOVEL,pb,2011-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51l4yA1R9yL.jpg
337,Ember and Ash,Pamela Freeman,9780316175487,$6.99,,NOVEL,ebook,2011-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/511J23BqpjL.jpg
338,The Rogue,Trudi Canavan,9780316037860,$25.99,485,NOVEL,hc,2011-05-11,Orbit (US),http://ecx.images-amazon.com/images/I/51UYVonc3lL.jpg
339,The Rogue,Trudi Canavan,9780316175371,$6.99,,NOVEL,ebook,2011-05-11,Orbit (US),http://ecx.images-amazon.com/images/I/41Y-uqNxWEL.jpg
340,Surface Detail,Iain M. Banks,9780316123419,$14.99,644,NOVEL,tp,2011-05-12,Orbit (US),http://ecx.images-amazon.com/images/I/51tR%2BGs8nJL.jpg
341,The Golem Hunt,Jennifer Rardin,9780316187473,$1.99,,CHAPBOOK,ebook,2011-05-16,Orbit (US),http://ecx.images-amazon.com/images/I/51Nz--rfgKL.jpg
342,Chasing the Moon,A. Lee Martinez,9780316093552,$19.99,310,NOVEL,hc,2011-05-25,Orbit (US),http://ecx.images-amazon.com/images/I/515xXfly0UL.jpg
343,Chasing the Moon,A. Lee Martinez,9780316134170,$6.99,,NOVEL,ebook,2011-05-25,Orbit (US),http://ecx.images-amazon.com/images/I/51AbMTbL24L.jpg
344,Degrees of Freedom,Simon Morden,9780316125178,$7.99,374,NOVEL,pb,2011-06-00,Orbit (US),http://www.isfdb.org/wiki/images/f/f0/DGRSFFRDMT2011.jpg
345,Deadline,Mira Grant,9780316081061,$9.99,624,NOVEL,pb,2011-06-00,Orbit (US),
346,The Map of All Things,Kevin J. Anderson,9780316004220,$7.99,xx+661,NOVEL,pb,2011-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51VgFcdhCEL.jpg
347,Leviathan Wakes,James S. A. Corey,9780316129084,$15.99,582,NOVEL,tp,2011-06-00,Orbit (US),http://www.isfdb.org/wiki/images/0/00/LVTHNWKSTH2011.jpg
348,Degrees of Freedom,Simon Morden,9780316134293,$6.99,,NOVEL,ebook,2011-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51a55QNpcAL.jpg
349,Perfect Shadow,Brent Weeks,9780316196482,$2.99,,CHAPBOOK,ebook,2011-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51EVYNKTD8L.jpg
350,Deadline,Mira Grant,9780316134262,$7.99,,NOVEL,ebook,2011-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/519wfA6bpAL.jpg
351,The Deadliest Bite,Jennifer Rardin,9780316043816,$13.99,325,NOVEL,tp,2011-06-02,Orbit (US),http://www.isfdb.org/wiki/images/5/53/THDDLSTBTJ2011.jpg
352,The Deadliest Bite,Jennifer Rardin,9780316175036,$9.99,,NOVEL,ebook,2011-06-02,Orbit (US),http://ecx.images-amazon.com/images/I/51L9SyjjYuL.jpg
353,An Evening for Vayl and Jaz,Jennifer Rardin,9780316187879,$1.99,,CHAPBOOK,ebook,2011-06-15,Orbit (US),http://ecx.images-amazon.com/images/I/518QeVk-d1L.jpg
354,Shambling with the Stars,Jesse Petersen,9780316198325,$1.99,,CHAPBOOK,ebook,2011-06-15,Orbit (US),http://ecx.images-amazon.com/images/I/515Shbt%2BEeL.jpg
355,Leviathan Wakes,James S. A. Corey,9780316134675,$9.99,,NOVEL,ebook,2011-06-15,Orbit (US),http://ecx.images-amazon.com/images/I/51YUKjK6m0L.jpg
356,The Key to Creation,Kevin J. Anderson,9780316004237,$15.99,xix+682,NOVEL,tp,2011-07-00,Orbit (US),http://ecx.images-amazon.com/images/I/51VCKqkNDhL.jpg
357,Heartless,Gail Carriger,9780316127196,$7.99,374,NOVEL,pb,2011-07-01,Orbit (US),http://images.amazon.com/images/P/0316127191.01.LZZZZZZZ.jpg
358,Eat Slay Love,Jesse Petersen,9780316102926,$7.99,261,NOVEL,pb,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51GTXMvsSVL.jpg
359,Hell Ship,Philip Palmer,9780316125130,$13.99,455,NOVEL,tp,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51lIB9ymxOL.jpg
360,The Final Evolution,Jeff Somers,9780316069847,$7.99,371,NOVEL,pb,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51SPkkAmP6L.jpg
361,The Reluctant Mage,Karen Miller,9780316133388,$7.99,672,NOVEL,pb,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51aDLGtlZGL.jpg
362,Eat Slay Love,Jesse Petersen,9780316175784,$6.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51MZavAxDYL.jpg
363,The Final Evolution,Jeff Somers,9780316175135,$6.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/517HDqLCDEL.jpg
364,Heartless,Gail Carriger,9780316179959,$6.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51O1IpMdXVL.jpg
365,Hell Ship,Philip Palmer,9780316134590,$9.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gALNK-vXL.jpg
366,Paul and Brady Get Hoodoo with the Voodoo,Jennifer Rardin,9780316187954,$1.99,,CHAPBOOK,ebook,2011-07-15,Orbit (US),http://ecx.images-amazon.com/images/I/519y71pHk2L.jpg
367,The Edinburgh Dead,Brian Ruckley,9780316079969,$14.99,354,NOVEL,tp,2011-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/51BFVxhssVL.jpg
368,Germline,T. C. McCarthy,9780316179928,$6.99,,NOVEL,ebook,2011-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/515EQnrHSkL.jpg
369,Stormlord's Exile,Glenda Larke,9780316069137,$7.99,683,NOVEL,pb,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51S6c5WO2mL.jpg
370,Germline,T. C. McCarthy,9780316128186,$7.99,373,NOVEL,pb,2011-08-01,Orbit (US),http://www.isfdb.org/wiki/images/7/7e/GRMLNTHSBT2011.jpg
371,Eye of the Tempest,Nicole Peeler,9780316128087,$7.99,319,NOVEL,pb,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Zxolm-uVL.jpg
372,Cold Magic,Kate Elliott,9780316080873,$7.99,580,NOVEL,pb,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51VhlZgcYuL.jpg
373,Countdown,Mira Grant,9780316204484,$2.99,,CHAPBOOK,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51DyqhkKrxL.jpg
374,Stormlord's Exile,Glenda Larke,9780316075923,$6.99,,NOVEL,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51OfDSL3B8L.jpg
375,Eye of the Tempest,Nicole Peeler,9780316201247,$6.99,,NOVEL,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51jFrlGGSjL.jpg
376,A Blight of Mages,Karen Miller,9780316029223,$25.99,625,NOVEL,hc,2011-08-04,Orbit (US),http://ecx.images-amazon.com/images/I/51IXPo5d6kL.jpg
377,A Blight of Mages,Karen Miller,9780316133890,$6.99,,NOVEL,ebook,2011-08-04,Orbit (US),http://ecx.images-amazon.com/images/I/51U%2BwWfu7kL.jpg
378,The Edinburgh Dead,Brian Ruckley,9780316126922,$9.99,,NOVEL,ebook,2011-08-17,Orbit (US),http://ecx.images-amazon.com/images/I/51kQWzZ73zL.jpg
379,The Black Prism,Brent Weeks,9780316068130,$7.99,787,NOVEL,pb,2011-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51p9vDK-8cL.jpg
380,The Broken Kingdoms,N. K. Jemisin,9780316043953,$7.99,395,NOVEL,pb,2011-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51cS21-9OTL.jpg
381,The Rogue Agent,K. E. Mills,9780316207751,$9.99,,OMNIBUS,ebook,2011-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Nn%2B1N5elL.jpg
382,Full Blooded,Amanda Carlson,9780316205207,$12.99,322,NOVEL,tp,2011-09-11,Orbit (US),http://ecx.images-amazon.com/images/I/51W04BZeB%2BL.jpg
383,The Business of Death,Trent Jamieson,9780316078016,$15.99,855,OMNIBUS,tp,2011-09-19,Orbit (US),http://ecx.images-amazon.com/images/I/51ecgzELZiL.jpg
384,Zombie Jamboree,Jennifer Rardin,9780316188005,$1.99,,CHAPBOOK,ebook,2011-09-19,Orbit (US),http://ecx.images-amazon.com/images/I/51-FGxwoSvL.jpg
385,The Business of Death,Trent Jamieson,9780316123136,$6.99,,OMNIBUS,ebook,2011-09-19,Orbit (US),http://ecx.images-amazon.com/images/I/51ecgzELZiL.jpg
386,Cold Fire,Kate Elliott,9780316080996,$14.99,xiv+512,NOVEL,tp,2011-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/81YHNzVKn2L.jpg
387,Cold Fire,Kate Elliott,9780316196352,$6.99,,NOVEL,ebook,2011-09-26,Orbit (US),http://ecx.images-amazon.com/images/I/51eS9LwqNBL.jpg
388,Blood Rights,Kristen Painter,9780316084772,$7.99,432,NOVEL,pb,2011-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/516DjWyZFYL.jpg
389,Blood Rights,Kristen Painter,9780316193092,$6.99,,NOVEL,ebook,2011-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51IwZQWm3LL.jpg
390,Hull Zero Three,Greg Bear,9780316072809,$13.99,320,NOVEL,tp,2011-10-07,Orbit (US),http://www.isfdb.org/wiki/images/0/0e/HLLZRTHRJH2011.jpg
391,The Butcher of Anderson Station,James S. A. Corey,9780316204071,1.49,40,CHAPBOOK,ebook,2011-10-17,Orbit (US),http://ecx.images-amazon.com/images/I/51HKC4A72rL.jpg
392,The Heroes,Joe Abercrombie,9780316193566,$14.99,576,NOVEL,tp,2011-10-21,Orbit (US),http://ecx.images-amazon.com/images/I/51gzZqtBbbL.jpg
393,The Kingdom of Gods,N. K. Jemisin,9780316043939,$13.99,624,NOVEL,tp,2011-10-27,Orbit (US),http://ecx.images-amazon.com/images/I/51mcrJZ8reL.jpg
394,The Kingdom of Gods,N. K. Jemisin,9780316076005,$6.99,,NOVEL,ebook,2011-10-27,Orbit (US),http://ecx.images-amazon.com/images/I/51zVZhCVSwL.jpg
395,Angel Town,Lilith Saintcrow,9780316074162,$7.99,341,NOVEL,pb,2011-11-00,Orbit (US),http://www.isfdb.org/wiki/images/6/64/NGLTWNJLLK2011.jpg
396,The Neon Court,Kate Griffin,9780316093651,$7.99,544,NOVEL,pb,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51TZioBXK3L.jpg
397,Flesh and Blood,Kristen Painter,9780316084765,$7.99,432,NOVEL,pb,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51LgP%2BuhngL.jpg
398,Angel Town,Lilith Saintcrow,9780316192842,$4.99,,NOVEL,ebook,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eN045UcFL.jpg
399,Flesh and Blood,Kristen Painter,9780316192552,$6.99,,NOVEL,ebook,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Tk2p9MpjL.jpg
400,The Revenge of the Dwarves,Markus Heitz,9780316102834,$15.99,782,NOVEL,tp,2011-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51UAcGhQWaL.jpg
401,The Revenge of the Dwarves,Markus Heitz,9780316193351,$9.99,,NOVEL,ebook,2011-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51OYH3p4PpL.jpg
402,Unfallen,Lilith Saintcrow,9780316209809,$1.99,,COLLECTION,ebook,2011-11-15,Orbit (US),http://ecx.images-amazon.com/images/I/51rEZzassEL.jpg
403,The Griffin Mage Trilogy,Rachel Neumeier,9780316193542,$15.99,998,OMNIBUS,tp,2011-11-16,Orbit (US),http://ecx.images-amazon.com/images/I/61s82co7uxL.jpg
404,The Griffin Mage Trilogy,Rachel Neumeier,9780316205931,$9.99,,OMNIBUS,ebook,2011-11-16,Orbit (US),http://ecx.images-amazon.com/images/I/61s82co7uxL.jpg
405,Theft of Swords,Michael J. Sullivan,9780316187749,$14.99,664,OMNIBUS,tp,2011-11-23,Orbit (US),http://ecx.images-amazon.com/images/I/51n%2Bk0UMA0L.jpg
406,Theft of Swords,Michael J. Sullivan,9780316200714,$4.99,,OMNIBUS,ebook,2011-11-23,Orbit (US),http://ecx.images-amazon.com/images/I/51VMfY6D5zL.jpg
407,Bad Blood,Kristen Painter,9780316084758,$7.99,416,NOVEL,pb,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PD2aM8CKL.jpg
408,The Hedgewitch Queen,Lilith Saintcrow,9780316187787,$2.99,360,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51SDaY1YFNL.jpg
409,The Awakened Mage,Karen Miller,9780316212779,$6.99,,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51a8DRe4-qL.jpg
410,The Innocent Mage,Karen Miller,9780316212793,$6.99,,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eyifnanpL.jpg
411,Bad Blood,Kristen Painter,9780316193023,$6.99,,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51CYX8n6xTL.jpg
412,Artemis,Philip Palmer,9780316125147,$13.99,400,NOVEL,tp,2011-12-12,Orbit (US),http://ecx.images-amazon.com/images/I/51YETBa0qQL.jpg
413,Artemis,Philip Palmer,9780316179799,$9.99,,NOVEL,ebook,2011-12-12,Orbit (US),http://ecx.images-amazon.com/images/I/51XzQY4e1wL.jpg
414,Rise of Empire,Michael J. Sullivan,9780316187701,$14.99,781,OMNIBUS,tp,2011-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/51ui0YpaaCL.jpg
415,Rise of Empire,Michael J. Sullivan,9780316192439,$9.99,,OMNIBUS,ebook,2011-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/51VMDiyZeqL.jpg
416,Quick Bites,Jennifer Rardin,9780316217347,$7.99,,COLLECTION,ebook,2011-12-15,Orbit (US),http://ecx.images-amazon.com/images/I/51JxuCz-gpL.jpg
417,Silver-Tongued Devil,Jaye Wells,9780316178433,$7.99,405,NOVEL,pb,2012-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51dLnpDe36L.jpg
418,Silver-Tongued Devil,Jaye Wells,9780316192095,$6.99,,NOVEL,ebook,2012-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51HYbCYvfxL.jpg
419,Seven Princes,John R. Fultz,9780316187862,$15.99,500,NOVEL,tp,2012-01-03,Orbit (US),http://ecx.images-amazon.com/images/I/51b9cndtTRL.jpg
420,Seven Princes,John R. Fultz,9780316206020,$4.99,,NOVEL,ebook,2012-01-03,Orbit (US),http://ecx.images-amazon.com/images/I/51t4ho1tZ2L.jpg
421,Percepliquis,Michael J. Sullivan,9780316203401,$7.99,,NOVEL,ebook,2012-01-16,Orbit (US),http://ecx.images-amazon.com/images/I/411mFfASHqL.jpg
422,Something Wikked This Way Comes,Nicole Peeler,9780316217965,$2.99,,CHAPBOOK,ebook,2012-01-18,Orbit (US),http://www.isfdb.org/wiki/images/2/26/SMTHNGWKKD2012.jpg
423,Heir of Novron,Michael J. Sullivan,9780316187718,$14.99,928,OMNIBUS,tp,2012-01-31,Orbit (US),http://ecx.images-amazon.com/images/I/512Y6YKnBCL.jpg
424,Heir of Novron,Michael J. Sullivan,9780316192736,$9.99,,OMNIBUS,ebook,2012-01-31,Orbit (US),http://ecx.images-amazon.com/images/I/51MT3p9YV-L.jpg
425,The Fourth Wall,Walter Jon Williams,9780316133395,$13.99,402,NOVEL,tp,2012-02-00,Orbit (US),http://www.isfdb.org/wiki/images/f/fd/THFRTHWLLF2012.jpg
426,The Dread,Gail Z. Martin,9780316093613,$7.99,609,NOVEL,pb,2012-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51bmCsxySeL.jpg
427,Chasing the Moon,A. Lee Martinez,9780316093569,$7.99,307,NOVEL,pb,2012-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51YwyCYwYFL.jpg
428,The Dread,Gail Z. Martin,9780316192361,$6.99,,NOVEL,ebook,2012-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51KEsBfunzL.jpg
429,The Fourth Wall,Walter Jon Williams,9780316126304,$9.99,,NOVEL,ebook,2012-02-13,Orbit (US),http://ecx.images-amazon.com/images/I/51K8NjzsaiL.jpg
430,Spirit's Oath,Rachel Aaron,9780316219488,$2.99,,CHAPBOOK,ebook,2012-02-15,Orbit (US),http://ecx.images-amazon.com/images/I/51XeSAIpN1L.jpg
431,The Troupe,Robert Jackson Bennett,9780316187527,$13.99,512,NOVEL,tp,2012-02-21,Orbit (US),http://ecx.images-amazon.com/images/I/51hkS%2Bezm5L.jpg
432,The Troupe,Robert Jackson Bennett,9780316192712,$9.99,,NOVEL,ebook,2012-02-21,Orbit (US),http://ecx.images-amazon.com/images/I/51rmke6CtFL.jpg
433,The Legend of Eli Monpress,Rachel Aaron,9780316193573,$15.99,1040,OMNIBUS,tp,2012-02-24,Orbit (US),http://ecx.images-amazon.com/images/I/51V028y7xKL.jpg
434,The Legend of Eli Monpress,Rachel Aaron,9780316206044,$9.99,,OMNIBUS,ebook,2012-02-24,Orbit (US),http://ecx.images-amazon.com/images/I/51QhECWwZEL.jpg
435,The Kingdoms of Dust: The Necromancer Chronicles Book Three,Amanda Downum,9780316068987,$7.99,394,NOVEL,pb,2012-03-00,Orbit (US),http://www.isfdb.org/wiki/images/c/ce/THKNGDMSFD2012.jpg
436,Exogene,T. C. McCarthy,9780316128155,$7.99,384,NOVEL,pb,2012-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/61LoFUt-DKL.jpg
437,Exogene,T. C. McCarthy,9780316191838,$6.99,,NOVEL,ebook,2012-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/61DT1ApHynL.jpg
438,Timeless,Gail Carriger,9780316194006,$6.99,,NOVEL,ebook,2012-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/51TD6uRNNBL.jpg
439,The Kingdoms of Dust,Amanda Downum,9780316084031,$6.99,,NOVEL,ebook,2012-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/51M4miUNVSL.jpg
440,Timeless,Gail Carriger,9780316127189,$7.99,386,NOVEL,pb,2012-03-02,Orbit (US),http://ecx.images-amazon.com/images/I/51CWqXfJESL.jpg
441,Emperor Mollusk Versus The Sinister Brain,A. Lee Martinez,9780316093521,$19.99,304,NOVEL,hc,2012-03-05,Orbit (US),http://ecx.images-amazon.com/images/I/51AvHT4dFvL.jpg
442,Emperor Mollusk versus The Sinister Brain,A. Lee Martinez,9780316191784,$8.99,,NOVEL,ebook,2012-03-05,Orbit (US),http://ecx.images-amazon.com/images/I/51JIxdrB1VL.jpg
443,A People's Army,T. C. McCarthy,9780316223195,$1.99,,CHAPBOOK,ebook,2012-03-15,Orbit (US),http://ecx.images-amazon.com/images/I/51ZX0PykyPL.jpg
444,Strange Days in Old Yandrissa,John R. Fultz,9780316221276,$1.99,,CHAPBOOK,ebook,2012-03-15,Orbit (US),http://ecx.images-amazon.com/images/I/51kdSSorNIL.jpg
445,The Outcast Blade,Jon Courtenay Grimwood,9780316074421,$14.99,432,NOVEL,tp,2012-03-26,Orbit (US),http://ecx.images-amazon.com/images/I/51IeKN1RhmL.jpg
446,The Outcast Blade,Jon Courtenay Grimwood,9780316193443,$9.99,,NOVEL,ebook,2012-03-26,Orbit (US),http://ecx.images-amazon.com/images/I/51ME41aLWRL.jpg
447,The Kingdom of Gods,N. K. Jemisin,9780316043946,$7.99,582,NOVEL,pb,2012-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Z%2BwIAOayL.jpg
448,The Rogue,Trudi Canavan,9780316037846,$7.99,560,NOVEL,pb,2012-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xEzIcYuvL.jpg
449,The Return Man,V. M. Zito,9780316218283,$9.99,438,NOVEL,pb,2012-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51kgYCiaWaL.jpg
450,The Return Man,V. M. Zito,9780316218276,$7.99,,NOVEL,ebook,2012-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51It7is84aL.jpg
451,Vengeance,Ian Irvine,9780316072847,$14.99,688,NOVEL,tp,2012-04-03,Orbit (US),http://ecx.images-amazon.com/images/I/514SwSqtSkL.jpg
452,Vengeance,Ian Irvine,9780316180672,$9.99,,NOVEL,ebook,2012-04-03,Orbit (US),http://ecx.images-amazon.com/images/I/51aPjtQGkCL.jpg
453,Inferno,Stan Nicholls,9780316033718,$15.99,376,NOVEL,tp,2012-04-10,Orbit (US),http://ecx.images-amazon.com/images/I/51Mb0DW6f3L.jpg
454,Inferno,Stan Nicholls,9780316134804,$9.99,,NOVEL,ebook,2012-04-10,Orbit (US),http://ecx.images-amazon.com/images/I/51tcOZA%2BFuL.jpg
455,Blooded,Amanda Carlson,9780316225090,$2.99,,CHAPBOOK,ebook,2012-04-11,Orbit (US),http://ecx.images-amazon.com/images/I/51jIdc84FAL.jpg
456,Night Angel: The Complete Trilogy,Brent Weeks,9780316201285,$19.99,1241,OMNIBUS,tp,2012-04-24,Orbit (US),http://ecx.images-amazon.com/images/I/51SYwGN1cKL.jpg
457,The Science of Avatar,Stephen Baxter,9780316133470,$14.99,vi+279,NONFICTION,tp,2012-05-00,Orbit (US),http://www.isfdb.org/wiki/images/2/25/THSCNCFVTR2010.jpg
458,2312,Kim Stanley Robinson,9780316098120,$25.99,ix+561,NOVEL,hc,2012-05-00,Orbit (US),http://www.isfdb.org/wiki/images/2/2e/WNXTSXMHPG2012.jpg
459,The King's Blood,Daniel Abraham,9780316080774,$15.99,517,NOVEL,tp,2012-05-00,Orbit (US),http://www.isfdb.org/wiki/images/8/81/THKNGSBLDG2012.jpg
460,Wizard Undercover,K. E. Mills,9780316120227,$7.99,385,NOVEL,pb,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51txRYhi-WL.jpg
461,The Minority Council,Kate Griffin,9780316187251,$7.99,553,NOVEL,pb,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51cFqvxiVWL.jpg
462,A Blight of Mages,Karen Miller,9780316198349,$7.99,767,NOVEL,pb,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51%2BZMEv7G5L.jpg
463,The Killing Moon,N. K. Jemisin,9780316187282,$14.99,422,NOVEL,tp,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xewzX5AiL.jpg
464,Wizard Undercover,K. E. Mills,9780316175807,$6.99,,NOVEL,ebook,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51wxVosnUIL.jpg
465,The Killing Moon,N. K. Jemisin,9780316202770,$9.99,,NOVEL,ebook,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51oEq-qLsPL.jpg
466,The Minority Council,Kate Griffin,9780316194129,$6.99,,NOVEL,ebook,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51DK0em86EL.jpg
467,Forbidden Blood,Kristen Painter,9780316227209,$2.99,,CHAPBOOK,ebook,2012-05-15,Orbit (US),http://www.isfdb.org/wiki/images/2/2a/FRBDDNBLDG2012.jpg
468,Blackout,Mira Grant,9780316202183,$7.99,,NOVEL,ebook,2012-05-22,Orbit (US),http://ecx.images-amazon.com/images/I/51jKtcs0kdL.jpg
469,2312,Kim Stanley Robinson,9780316192804,$8.99,,NOVEL,ebook,2012-05-22,Orbit (US),http://ecx.images-amazon.com/images/I/51w25HndEoL.jpg
470,Blue-Blooded Vamp,Jaye Wells,9780316202213,$6.99,,NOVEL,ebook,2012-05-22,Orbit (US),http://ecx.images-amazon.com/images/I/513nrq5HgzL.jpg
471,The King's Blood,Daniel Abraham,9780316202794,$9.99,,NOVEL,ebook,2012-05-22,Orbit (US),http://ecx.images-amazon.com/images/I/51EaPTE16AL.jpg
472,The Science of Avatar,Stephen Baxter,9780316224017,$9.99,,NONFICTION,ebook,2012-05-29,Orbit (US),http://ecx.images-amazon.com/images/I/51vuXDhzbZL.jpg
473,Tempest's Fury,Nicole Peeler,9780316128117,$7.99,356,NOVEL,pb,2012-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/518Cpy5gpXL.jpg
474,The Key to Creation,Kevin J. Anderson,9780316004244,$7.99,xx+756,NOVEL,pb,2012-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51RfrguWwNL.jpg
475,Caliban's War,James S. A. Corey,9780316129060,$15.99,611,NOVEL,tp,2012-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51Sx%2BJHxDiL.jpg
