,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image,approximate_word_count,publication_year
299,Hull Zero Three,Greg Bear,9780316123020,9.99,,NOVEL,ebook,2010-11-22,Orbit (US),http://ecx.images-amazon.com/images/I/51whEwQMn3L.jpg,107450.0,2010
300,Hull Zero Three,Greg Bear,9780316072809,13.99,320,NOVEL,tp,2011-10-07,Orbit (US),http://www.isfdb.org/wiki/images/0/0e/HLLZRTHRJH2011.jpg,107450.0,2011
301,The Spirit Rebellion,Rachel Aaron,9780316069113,7.99,441,NOVEL,pb,2010-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gxHRQ9QLL.jpg,154350.0,2010
302,The Spirit Rebellion,Rachel Aaron,9780316120791,6.99,,NOVEL,ebook,2010-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51GKawuFHTL.jpg,154350.0,2010
303,The Broken Kingdoms,N. K. Jemisin,9780316043960,13.99,411,NOVEL,tp,2010-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/510ekKpjEKL.jpg,143850.0,2010
304,The Broken Kingdoms,N. K. Jemisin,9780316075985,6.99,,NOVEL,ebook,2010-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51lKTC1ABJL.jpg,143850.0,2010
305,The Broken Kingdoms,N. K. Jemisin,9780316043953,7.99,395,NOVEL,pb,2011-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51cS21-9OTL.jpg,143850.0,2011
306,Bitten in Two,Jennifer Rardin,9780316043786,13.99,326,NOVEL,tp,2010-11-08,Orbit (US),http://www.isfdb.org/wiki/images/0/05/BTTNNTWGSQ2010.jpg,114100.0,2010
307,Bitten in Two,Jennifer Rardin,9780316121736,9.99,,NOVEL,ebook,2010-11-08,Orbit (US),http://ecx.images-amazon.com/images/I/51xlPZnqYKL.jpg,114100.0,2010
308,The Bone Palace: The Necromancer Chronicles Book Two,Amanda Downum,9780316069007,7.99,469,NOVEL,pb,2010-12-01,Orbit (US),http://www.isfdb.org/wiki/images/9/91/THBNPLCTHN2010.jpg,164150.0,2010
309,Law of the Broken Earth,Rachel Neumeier,9780316079938,7.99,451,NOVEL,pb,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xEVwNtg-L.jpg,157850.0,2010
310,Law of the Broken Earth,Rachel Neumeier,9780316122733,6.99,,NOVEL,ebook,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51FyTieDQuL.jpg,157850.0,2010
311,The Spirit Eater,Rachel Aaron,9780316069083,7.99,435,NOVEL,pb,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51nHLBFkSZL.jpg,152250.0,2010
312,The Spirit Eater,Rachel Aaron,9780316132688,6.99,,NOVEL,ebook,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51z9v9NQJ-L.jpg,152250.0,2010
313,The Bone Palace,Amanda Downum,9780316084000,6.99,,NOVEL,ebook,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BEhE6RMwL.jpg,,2010
314,The Castings Trilogy,Pamela Freeman,9780316102858,15.99,1271,OMNIBUS,tp,2010-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51ZhMnFifWL.jpg,444850.0,2010
315,The Castings Trilogy,Pamela Freeman,9780316182447,9.99,,OMNIBUS,ebook,2010-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51ffeKjFxyL.jpg,444850.0,2010
316,Flip this Zombie,Jesse Petersen,9780316102957,7.99,247,NOVEL,pb,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/411lz5P4j0L.jpg,86450.0,2011
317,Flip this Zombie,Jesse Petersen,9780316179874,6.99,,NOVEL,ebook,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/41USw96bJ7L.jpg,86450.0,2011
318,Managing Death,Trent Jamieson,9780316077989,7.99,327,NOVEL,pb,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51QIXbIUctL.jpg,114450.0,2011
319,Managing Death,Trent Jamieson,9780316126298,6.99,,NOVEL,ebook,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/510YxbVHrCL.jpg,114450.0,2011
320,Tempest's Legacy,Nicole Peeler,9780316056601,7.99,341,NOVEL,pb,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/514khZuJkmL.jpg,119350.0,2011
321,Tempest's Legacy,Nicole Peeler,9780316076029,6.99,,NOVEL,ebook,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51aqvisAk1L.jpg,119350.0,2011
322,The Hammer,K. J. Parker,9780316038560,14.99,404,NOVEL,tp,2011-01-05,Orbit (US),http://ecx.images-amazon.com/images/I/51SE2tXwDAL.jpg,141400.0,2011
323,The Hammer,K. J. Parker,9780316122108,9.99,,NOVEL,ebook,2011-01-05,Orbit (US),http://ecx.images-amazon.com/images/I/51QOzhB5dJL.jpg,141400.0,2011
324,The Fallen Blade,Jon Courtenay Grimwood,9780316074391,14.99,417,NOVEL,tp,2011-01-27,Orbit (US),http://ecx.images-amazon.com/images/I/51LM2JDypIL.jpg,145950.0,2011
325,The Fallen Blade,Jon Courtenay Grimwood,9780316123396,9.99,,NOVEL,ebook,2011-01-27,Orbit (US),http://ecx.images-amazon.com/images/I/51W7fFwHm7L.jpg,145950.0,2011
326,The Sworn,Gail Z. Martin,9780316093576,7.99,548,NOVEL,pb,2011-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51woPLaFiML.jpg,191800.0,2011
327,The Sworn,Gail Z. Martin,9780316120838,6.99,,NOVEL,ebook,2011-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51j7aN4oBPL.jpg,191800.0,2011
328,The Midnight Mayor,Kate Griffin,9780316079907,7.99,553,NOVEL,pb,2011-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/515J0ldGsmL.jpg,193550.0,2011
329,Deep State,Walter Jon Williams,9780316098045,13.99,402,NOVEL,tp,2011-02-07,Orbit (US),http://www.isfdb.org/wiki/images/f/f1/DPSTTXKHGJ2011.jpg,140700.0,2011
330,Deep State,Walter Jon Williams,9780316121910,9.99,,NOVEL,ebook,2011-02-07,Orbit (US),http://ecx.images-amazon.com/images/I/51WWuhGq8%2BL.jpg,140700.0,2011
331,The Heroes,Joe Abercrombie,9780316044981,24.99,xi+541,NOVEL,hc,2011-02-07,Orbit (US),http://www.isfdb.org/wiki/images/a/a7/THHRSPWFQV2011.jpg,189350.0,2011
332,The Heroes,Joe Abercrombie,9780316123358,9.99,,NOVEL,ebook,2011-02-07,Orbit (US),http://ecx.images-amazon.com/images/I/51i3Zi0TAGL.jpg,189350.0,2011
333,The Heroes,Joe Abercrombie,9780316193566,14.99,576,NOVEL,tp,2011-10-21,Orbit (US),http://ecx.images-amazon.com/images/I/51gzZqtBbbL.jpg,189350.0,2011
334,"Life, Liberty, and the Pursuit of Sausages",Tom Holt,9780316080026,13.99,378,NOVEL,tp,2011-02-21,Orbit (US),http://ecx.images-amazon.com/images/I/51hwb9iMpzL.jpg,132300.0,2011
335,"Life, Liberty, and the Pursuit of Sausages",Tom Holt,9780316122740,9.99,,NOVEL,ebook,2011-02-21,Orbit (US),http://ecx.images-amazon.com/images/I/51KveMPUlPL.jpg,132300.0,2011
336,"Life, Liberty, and the Pursuit of Sausages",Tom Holt,9780316235471,24.99,500,NOVEL,tp,2012-07-24,Orbit (US),http://ecx.images-amazon.com/images/I/41hGxHryQ7L.jpg,132300.0,2012
337,Green-Eyed Demon,Jaye Wells,9780316037778,7.99,389,NOVEL,pb,2011-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/51m9iS3O1lL.jpg,136150.0,2011
338,Green-Eyed Demon,Jaye Wells,9780316121972,6.99,,NOVEL,ebook,2011-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/51SSNLimdOL.jpg,136150.0,2011
339,Dante Valentine: The Complete Series,Lilith Saintcrow,9780316101967,19.99,1280,OMNIBUS,tp,2011-03-07,Orbit (US),http://ecx.images-amazon.com/images/I/51u1dIVh4bL.jpg,448000.0,2011
340,Dante Valentine: The Complete Series,Lilith Saintcrow,9780316182423,19.99,,OMNIBUS,ebook,2011-03-07,Orbit (US),http://www.isfdb.org/wiki/images/b/b3/DNTVLNTNTB2011.jpg,448000.0,2011
341,The Enterprise of Death,Jesse Bullington,9780316087346,14.99,454,NOVEL,tp,2011-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51F-DcX6iRL.jpg,158900.0,2011
342,The Enterprise of Death,Jesse Bullington,9780316123303,9.99,,NOVEL,ebook,2011-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51idTQ4K12L.jpg,158900.0,2011
343,"The Neon Court: or, the Betrayal of Matthew Swift",Kate Griffin,9780316093644,19.99,501,NOVEL,hc,2011-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51fQe9vzkpL.jpg,175350.0,2011
344,The Neon Court,Kate Griffin,9780316123365,6.99,,NOVEL,ebook,2011-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51HWNJC%2BKhL.jpg,190400.0,2011
345,The Neon Court,Kate Griffin,9780316093651,7.99,544,NOVEL,pb,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51TZioBXK3L.jpg,190400.0,2011
346,Equations of Life,Simon Morden,9780316125185,7.99,390,NOVEL,pb,2011-04-01,Orbit (US),http://www.isfdb.org/wiki/images/9/90/QTNSFLFSML2011.jpg,136500.0,2011
347,Equations of Life,Simon Morden,9780316134392,6.99,,NOVEL,ebook,2011-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51uYVfJ98YL.jpg,136500.0,2011
348,The Dragon's Path,Daniel Abraham,9780316080682,14.99,576,NOVEL,tp,2011-04-01,Orbit (US),http://www.isfdb.org/wiki/images/d/d5/THDRGNSPTB2011.jpg,201600.0,2011
349,The Dragon's Path,Daniel Abraham,9780316175074,9.99,,NOVEL,ebook,2011-04-07,Orbit (US),http://ecx.images-amazon.com/images/I/51JqCS9a-%2BL.jpg,201600.0,2011
350,Apocalypse Scenario #683: The Box,Mira Grant,9780316194969,1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/61NX%2BoP%2BF%2BL.jpg,,2011
351,Violet Tendencies,Jaye Wells,9780316188135,1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/51DnvaysLkL.jpg,,2011
352,Scouting Jasmine,Jennifer Rardin,9780316187466,1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/51hO6bdp8-L.jpg,,2011
353,The Legionnaires,T. C. McCarthy,9780316191166,1.99,,CHAPBOOK,ebook,2011-04-18,Orbit (US),http://ecx.images-amazon.com/images/I/51ZKiLnQf2L.jpg,,2011
354,Theories of Flight,Simon Morden,9780316125154,7.99,vi+350,NOVEL,pb,2011-05-01,Orbit (US),http://www.isfdb.org/wiki/images/2/2a/THRSFFLGHT2011.jpg,122500.0,2011
355,Theories of Flight,Simon Morden,9780316175418,6.99,,NOVEL,ebook,2011-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/61C%2BMGnGl4L.jpg,122500.0,2011
356,Ember and Ash,Pamela Freeman,9780316053754,7.99,498,NOVEL,pb,2011-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51l4yA1R9yL.jpg,174300.0,2011
357,Ember and Ash,Pamela Freeman,9780316175487,6.99,,NOVEL,ebook,2011-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/511J23BqpjL.jpg,174300.0,2011
358,The Rogue,Trudi Canavan,9780316037860,25.99,485,NOVEL,hc,2011-05-11,Orbit (US),http://ecx.images-amazon.com/images/I/51UYVonc3lL.jpg,169750.0,2011
359,The Rogue,Trudi Canavan,9780316175371,6.99,,NOVEL,ebook,2011-05-11,Orbit (US),http://ecx.images-amazon.com/images/I/41Y-uqNxWEL.jpg,169750.0,2011
360,The Rogue,Trudi Canavan,9780316037846,7.99,560,NOVEL,pb,2012-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xEzIcYuvL.jpg,169750.0,2012
361,The Golem Hunt,Jennifer Rardin,9780316187473,1.99,,CHAPBOOK,ebook,2011-05-16,Orbit (US),http://ecx.images-amazon.com/images/I/51Nz--rfgKL.jpg,,2011
362,Chasing the Moon,A. Lee Martinez,9780316093552,19.99,310,NOVEL,hc,2011-05-25,Orbit (US),http://ecx.images-amazon.com/images/I/515xXfly0UL.jpg,108500.0,2011
363,Chasing the Moon,A. Lee Martinez,9780316134170,6.99,,NOVEL,ebook,2011-05-25,Orbit (US),http://ecx.images-amazon.com/images/I/51AbMTbL24L.jpg,108500.0,2011
364,Chasing the Moon,A. Lee Martinez,9780316093569,7.99,307,NOVEL,pb,2012-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51YwyCYwYFL.jpg,108500.0,2012
365,Chasing the Moon,A. Lee Martinez,9780316232470,21.99,448,NOVEL,tp,2012-11-29,Orbit (US),http://ecx.images-amazon.com/images/I/51j82NwmcSL.jpg,108500.0,2012
366,Degrees of Freedom,Simon Morden,9780316125178,7.99,374,NOVEL,pb,2011-06-01,Orbit (US),http://www.isfdb.org/wiki/images/f/f0/DGRSFFRDMT2011.jpg,130900.0,2011
367,Degrees of Freedom,Simon Morden,9780316134293,6.99,,NOVEL,ebook,2011-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51a55QNpcAL.jpg,130900.0,2011
368,Deadline,Mira Grant,9780316081061,9.99,624,NOVEL,pb,2011-06-01,Orbit (US),,218400.0,2011
369,Deadline,Mira Grant,9780316134262,7.99,,NOVEL,ebook,2011-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/519wfA6bpAL.jpg,218400.0,2011
370,Leviathan Wakes,James S. A. Corey,9780316129084,15.99,582,NOVEL,tp,2011-06-01,Orbit (US),http://www.isfdb.org/wiki/images/0/00/LVTHNWKSTH2011.jpg,203700.0,2011
371,Leviathan Wakes,James S. A. Corey,9780316134675,9.99,,NOVEL,ebook,2011-06-15,Orbit (US),http://ecx.images-amazon.com/images/I/51YUKjK6m0L.jpg,203700.0,2011
372,Leviathan Wakes,James S. A. Corey,9780316390682,16.99,561,NOVEL,tp,2015-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51UCt6xwLHL.jpg,203700.0,2015
373,Perfect Shadow,Brent Weeks,9780316196482,2.99,,CHAPBOOK,ebook,2011-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51EVYNKTD8L.jpg,50400.0,2011
374,Perfect Shadow,Brent Weeks,9780316477406,17.99,144,COLLECTION,hc,2017-11-07,Orbit (US),http://www.isfdb.org/wiki/images/f/fd/PRFCTSHDWB2017.jpg,50400.0,2017
375,The Deadliest Bite,Jennifer Rardin,9780316043816,13.99,325,NOVEL,tp,2011-06-02,Orbit (US),http://www.isfdb.org/wiki/images/5/53/THDDLSTBTJ2011.jpg,113750.0,2011
376,The Deadliest Bite,Jennifer Rardin,9780316175036,9.99,,NOVEL,ebook,2011-06-02,Orbit (US),http://ecx.images-amazon.com/images/I/51L9SyjjYuL.jpg,113750.0,2011
377,An Evening for Vayl and Jaz,Jennifer Rardin,9780316187879,1.99,,CHAPBOOK,ebook,2011-06-15,Orbit (US),http://ecx.images-amazon.com/images/I/518QeVk-d1L.jpg,,2011
378,Shambling with the Stars,Jesse Petersen,9780316198325,1.99,,CHAPBOOK,ebook,2011-06-15,Orbit (US),http://ecx.images-amazon.com/images/I/515Shbt%2BEeL.jpg,,2011
379,The Key to Creation,Kevin J. Anderson,9780316004237,15.99,xix+682,NOVEL,tp,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51VCKqkNDhL.jpg,238700.0,2011
380,The Key to Creation,Kevin J. Anderson,9780316004244,7.99,xx+756,NOVEL,pb,2012-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51RfrguWwNL.jpg,238700.0,2012
381,Heartless,Gail Carriger,9780316127196,7.99,374,NOVEL,pb,2011-07-01,Orbit (US),http://images.amazon.com/images/P/0316127191.01.LZZZZZZZ.jpg,130900.0,2011
382,Heartless,Gail Carriger,9780316179959,6.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51O1IpMdXVL.jpg,130900.0,2011
383,Heartless,Gail Carriger,9780316402040,15.0,401,NOVEL,tp,2014-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51CveVYwIEL.jpg,130900.0,2014
384,Eat Slay Love,Jesse Petersen,9780316102926,7.99,261,NOVEL,pb,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51GTXMvsSVL.jpg,91350.0,2011
385,Eat Slay Love,Jesse Petersen,9780316175784,6.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51MZavAxDYL.jpg,91350.0,2011
386,Hell Ship,Philip Palmer,9780316125130,13.99,455,NOVEL,tp,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51lIB9ymxOL.jpg,159250.0,2011
387,Hell Ship,Philip Palmer,9780316134590,9.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gALNK-vXL.jpg,159250.0,2011
388,The Final Evolution,Jeff Somers,9780316069847,7.99,371,NOVEL,pb,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51SPkkAmP6L.jpg,129850.0,2011
389,The Final Evolution,Jeff Somers,9780316175135,6.99,,NOVEL,ebook,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/517HDqLCDEL.jpg,129850.0,2011
390,Paul and Brady Get Hoodoo with the Voodoo,Jennifer Rardin,9780316187954,1.99,,CHAPBOOK,ebook,2011-07-15,Orbit (US),http://ecx.images-amazon.com/images/I/519y71pHk2L.jpg,,2011
391,The Edinburgh Dead,Brian Ruckley,9780316079969,14.99,354,NOVEL,tp,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BFVxhssVL.jpg,123900.0,2011
392,The Edinburgh Dead,Brian Ruckley,9780316126922,9.99,,NOVEL,ebook,2011-08-17,Orbit (US),http://ecx.images-amazon.com/images/I/51kQWzZ73zL.jpg,123900.0,2011
393,Germline,T. C. McCarthy,9780316179928,6.99,,NOVEL,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/515EQnrHSkL.jpg,130550.0,2011
394,Germline,T. C. McCarthy,9780316128186,7.99,373,NOVEL,pb,2011-08-01,Orbit (US),http://www.isfdb.org/wiki/images/7/7e/GRMLNTHSBT2011.jpg,130550.0,2011
395,Stormlord's Exile,Glenda Larke,9780316069137,7.99,683,NOVEL,pb,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51S6c5WO2mL.jpg,239050.0,2011
396,Stormlord's Exile,Glenda Larke,9780316075923,6.99,,NOVEL,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51OfDSL3B8L.jpg,239050.0,2011
397,Eye of the Tempest,Nicole Peeler,9780316128087,7.99,319,NOVEL,pb,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Zxolm-uVL.jpg,111650.0,2011
398,Eye of the Tempest,Nicole Peeler,9780316201247,6.99,,NOVEL,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51jFrlGGSjL.jpg,111650.0,2011
399,Countdown,Mira Grant,9780316204484,2.99,,CHAPBOOK,ebook,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51DyqhkKrxL.jpg,,2011
400,A Blight of Mages,Karen Miller,9780316029223,25.99,625,NOVEL,hc,2011-08-04,Orbit (US),http://ecx.images-amazon.com/images/I/51IXPo5d6kL.jpg,218750.0,2011
401,A Blight of Mages,Karen Miller,9780316133890,6.99,,NOVEL,ebook,2011-08-04,Orbit (US),http://ecx.images-amazon.com/images/I/51U%2BwWfu7kL.jpg,218750.0,2011
402,A Blight of Mages,Karen Miller,9780316198349,7.99,767,NOVEL,pb,2012-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51%2BZMEv7G5L.jpg,218750.0,2012
403,The Rogue Agent,K. E. Mills,9780316207751,9.99,,OMNIBUS,ebook,2011-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Nn%2B1N5elL.jpg,,2011
404,Full Blooded,Amanda Carlson,9780316205207,12.99,322,NOVEL,tp,2011-09-11,Orbit (US),http://ecx.images-amazon.com/images/I/51W04BZeB%2BL.jpg,112700.0,2011
405,Full Blooded,Amanda Carlson,9780316205665,8.99,,NOVEL,ebook,2012-09-11,Orbit (US),http://ecx.images-amazon.com/images/I/511aCnf3mxL.jpg,112700.0,2012
406,The Business of Death,Trent Jamieson,9780316078016,15.99,855,OMNIBUS,tp,2011-09-19,Orbit (US),http://ecx.images-amazon.com/images/I/51ecgzELZiL.jpg,299250.0,2011
407,The Business of Death,Trent Jamieson,9780316123136,6.99,,OMNIBUS,ebook,2011-09-19,Orbit (US),http://ecx.images-amazon.com/images/I/51ecgzELZiL.jpg,299250.0,2011
408,Zombie Jamboree,Jennifer Rardin,9780316188005,1.99,,CHAPBOOK,ebook,2011-09-19,Orbit (US),http://ecx.images-amazon.com/images/I/51-FGxwoSvL.jpg,,2011
409,Cold Fire,Kate Elliott,9780316080996,14.99,xiv+512,NOVEL,tp,2011-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/81YHNzVKn2L.jpg,179200.0,2011
410,Cold Fire,Kate Elliott,9780316196352,6.99,,NOVEL,ebook,2011-09-26,Orbit (US),http://ecx.images-amazon.com/images/I/51eS9LwqNBL.jpg,179200.0,2011
411,Cold Fire,Kate Elliott,9780316080989,7.99,633,NOVEL,pb,2012-08-28,Orbit (US),http://ecx.images-amazon.com/images/I/51HQ4kd7HCL.jpg,179200.0,2012
412,Blood Rights,Kristen Painter,9780316084772,7.99,432,NOVEL,pb,2011-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/516DjWyZFYL.jpg,151200.0,2011
413,Blood Rights,Kristen Painter,9780316193092,6.99,,NOVEL,ebook,2011-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51IwZQWm3LL.jpg,151200.0,2011
414,The Butcher of Anderson Station,James S. A. Corey,9780316204071,2.99,40,CHAPBOOK,ebook,2011-10-17,Orbit (US),http://ecx.images-amazon.com/images/I/51HKC4A72rL.jpg,14000.0,2011
415,The Kingdom of Gods,N. K. Jemisin,9780316043939,13.99,624,NOVEL,tp,2011-10-27,Orbit (US),http://ecx.images-amazon.com/images/I/51mcrJZ8reL.jpg,218400.0,2011
416,The Kingdom of Gods,N. K. Jemisin,9780316076005,6.99,,NOVEL,ebook,2011-10-27,Orbit (US),http://ecx.images-amazon.com/images/I/51zVZhCVSwL.jpg,218400.0,2011
417,The Kingdom of Gods,N. K. Jemisin,9780316043946,7.99,582,NOVEL,pb,2012-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Z%2BwIAOayL.jpg,218400.0,2012
418,Angel Town,Lilith Saintcrow,9780316074162,7.99,341,NOVEL,pb,2011-11-01,Orbit (US),http://www.isfdb.org/wiki/images/6/64/NGLTWNJLLK2011.jpg,119350.0,2011
419,Angel Town,Lilith Saintcrow,9780316192842,4.99,,NOVEL,ebook,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eN045UcFL.jpg,119350.0,2011
420,Flesh and Blood,Kristen Painter,9780316084765,7.99,432,NOVEL,pb,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51LgP%2BuhngL.jpg,151200.0,2011
421,Flesh and Blood,Kristen Painter,9780316192552,6.99,,NOVEL,ebook,2011-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Tk2p9MpjL.jpg,151200.0,2011
422,The Revenge of the Dwarves,Markus Heitz,9780316102834,15.99,782,NOVEL,tp,2011-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51UAcGhQWaL.jpg,273700.0,2011
423,The Revenge of the Dwarves,Markus Heitz,9780316193351,9.99,,NOVEL,ebook,2011-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51OYH3p4PpL.jpg,273700.0,2011
424,Unfallen,Lilith Saintcrow,9780316209809,1.99,,COLLECTION,ebook,2011-11-15,Orbit (US),http://ecx.images-amazon.com/images/I/51rEZzassEL.jpg,,2011
425,The Griffin Mage Trilogy,Rachel Neumeier,9780316193542,15.99,998,OMNIBUS,tp,2011-11-16,Orbit (US),http://ecx.images-amazon.com/images/I/61s82co7uxL.jpg,349300.0,2011
426,The Griffin Mage Trilogy,Rachel Neumeier,9780316205931,9.99,,OMNIBUS,ebook,2011-11-16,Orbit (US),http://ecx.images-amazon.com/images/I/61s82co7uxL.jpg,349300.0,2011
427,Theft of Swords,Michael J. Sullivan,9780316187749,14.99,664,OMNIBUS,tp,2011-11-23,Orbit (US),http://ecx.images-amazon.com/images/I/51n%2Bk0UMA0L.jpg,232400.0,2011
428,Theft of Swords,Michael J. Sullivan,9780316200714,4.99,,OMNIBUS,ebook,2011-11-23,Orbit (US),http://ecx.images-amazon.com/images/I/51VMfY6D5zL.jpg,232400.0,2011
429,Bad Blood,Kristen Painter,9780316084758,7.99,416,NOVEL,pb,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PD2aM8CKL.jpg,145600.0,2011
430,Bad Blood,Kristen Painter,9780316193023,6.99,,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51CYX8n6xTL.jpg,145600.0,2011
431,The Hedgewitch Queen,Lilith Saintcrow,9780316187787,2.99,360,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51SDaY1YFNL.jpg,126000.0,2011
432,The Hedgewitch Queen,Lilith Saintcrow,9780316251617,18.99,467,NOVEL,tp,2013-01-08,Orbit (US),http://ecx.images-amazon.com/images/I/51dKZ6S6WjL.jpg,126000.0,2013
433,Artemis,Philip Palmer,9780316125147,13.99,400,NOVEL,tp,2011-12-12,Orbit (US),http://ecx.images-amazon.com/images/I/51YETBa0qQL.jpg,140000.0,2011
434,Artemis,Philip Palmer,9780316179799,9.99,,NOVEL,ebook,2011-12-12,Orbit (US),http://ecx.images-amazon.com/images/I/51XzQY4e1wL.jpg,140000.0,2011
435,Rise of Empire,Michael J. Sullivan,9780316187701,14.99,781,OMNIBUS,tp,2011-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/51ui0YpaaCL.jpg,273350.0,2011
436,Rise of Empire,Michael J. Sullivan,9780316192439,9.99,,OMNIBUS,ebook,2011-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/51VMDiyZeqL.jpg,273350.0,2011
437,Quick Bites,Jennifer Rardin,9780316217347,7.99,,COLLECTION,ebook,2011-12-15,Orbit (US),http://ecx.images-amazon.com/images/I/51JxuCz-gpL.jpg,,2011
438,Silver-Tongued Devil,Jaye Wells,9780316178433,7.99,405,NOVEL,pb,2012-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51dLnpDe36L.jpg,141750.0,2012
439,Silver-Tongued Devil,Jaye Wells,9780316192095,6.99,,NOVEL,ebook,2012-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51HYbCYvfxL.jpg,141750.0,2012
440,Seven Princes,John R. Fultz,9780316187862,15.99,500,NOVEL,tp,2012-01-03,Orbit (US),http://ecx.images-amazon.com/images/I/51b9cndtTRL.jpg,175000.0,2012
441,Seven Princes,John R. Fultz,9780316206020,4.99,,NOVEL,ebook,2012-01-03,Orbit (US),http://ecx.images-amazon.com/images/I/51t4ho1tZ2L.jpg,175000.0,2012
442,Percepliquis,Michael J. Sullivan,9780316203401,7.99,,NOVEL,ebook,2012-01-16,Orbit (US),http://ecx.images-amazon.com/images/I/411mFfASHqL.jpg,,2012
