,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image,approximate_word_count,publication_year
145,A Madness of Angels,Kate Griffin,9780316052962,6.99,,NOVEL,ebook,2009-04-06,Orbit (US),http://ecx.images-amazon.com/images/I/517B808wUjL.jpg,160300.0,2009
146,A Madness of Angels,Kate Griffin,9780316068598,7.99,632,NOVEL,pb,2010-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51EQsNZwj4L.jpg,160300.0,2010
147,Monster,A. Lee Martinez,9780316041263,19.99,295,NOVEL,hc,2009-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BZtU%2B0zzL.jpg,103250.0,2009
148,Monster,A. Lee Martinez,9780316071956,6.99,,NOVEL,ebook,2009-05-11,Orbit (US),http://ecx.images-amazon.com/images/I/51DgxEYdMVL.jpg,103250.0,2009
149,Monster,A. Lee Martinez,9780316049917,7.99,352,NOVEL,pb,2010-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51u967q-tFL.jpg,103250.0,2010
150,Fall of Thanes,Brian Ruckley,9780316067713,14.99,469,NOVEL,tp,2009-05-01,Orbit (US),http://www.isfdb.org/wiki/images/6/6a/FLLFTHNSCR2009.jpg,164150.0,2009
151,Fall of Thanes,Brian Ruckley,9780316052979,6.99,,NOVEL,ebook,2009-05-03,Orbit (US),http://ecx.images-amazon.com/images/I/51NOoFPfcGL.jpg,164150.0,2009
152,Fall of Thanes,Brian Ruckley,9780316068086,7.99,592,NOVEL,pb,2010-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Saq%2B3p1zL.jpg,164150.0,2010
153,Blood of Elves,Andrzej Sapkowski,9780316029193,7.99,398,NOVEL,pb,2009-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/518HdHpQDvL.jpg,139300.0,2009
154,Blood of Elves,Andrzej Sapkowski,9780316073714,6.99,,NOVEL,ebook,2009-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51p%2BenRnEIL.jpg,139300.0,2009
155,Blood of Elves,Andrzej Sapkowski,9780316438988,15.99,432,NOVEL,tp,2017-10-03,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51DWHKXcFaL.jpg,139300.0,2017
156,The Edge of the World,Kevin J. Anderson,9780316004183,14.99,593,NOVEL,tp,2009-06-01,Orbit (US),,207550.0,2009
157,The Edge of the World,Kevin J. Anderson,9780316052870,6.99,,NOVEL,ebook,2009-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51lxHrAzabL.jpg,207550.0,2009
158,The Edge of the World,Kevin J. Anderson,9780316004190,7.99,661,NOVEL,pb,2010-05-01,Orbit (US),http://www.isfdb.org/wiki/images/1/19/THDGFTHWRL2010.jpg,207550.0,2010
159,Orphan's Triumph,Robert Buettner,9780316001755,7.99,368,NOVEL,pb,2009-06-01,Orbit (US),http://www.isfdb.org/wiki/images/9/99/RPHNSTRMPB2009.jpg,128800.0,2009
160,Orphan's Triumph,Robert Buettner,9780316052849,6.99,,NOVEL,ebook,2009-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51qzjeJStpL.jpg,128800.0,2009
161,In Ashes Lie,Marie Brennan,9780316020329,14.99,viii+438,NOVEL,tp,2009-06-01,Orbit (US),http://www.isfdb.org/wiki/images/0/0a/NSHSLGZBKC2009.jpg,153300.0,2009
162,In Ashes Lie,Marie Brennan,9780316052856,9.99,,NOVEL,ebook,2009-06-10,Orbit (US),http://ecx.images-amazon.com/images/I/410D58nLZsL.jpg,153300.0,2009
163,Witches Incorporated,K. E. Mills,9780316035446,7.99,576,NOVEL,pb,2009-06-30,Orbit (US),,201600.0,2009
164,Witches Incorporated,K. E. Mills,9780316077941,6.99,,NOVEL,ebook,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PRxA1xAAL.jpg,201600.0,2009
165,Best Served Cold,Joe Abercrombie,9780316044967,24.99,632,NOVEL,hc,2009-07-01,Orbit (US),http://www.isfdb.org/wiki/images/b/bb/BSTSRVDCLF2009.jpg,221200.0,2009
166,Best Served Cold,Joe Abercrombie,9780316079082,6.99,,NOVEL,ebook,2009-07-29,Orbit (US),http://ecx.images-amazon.com/images/I/519kPrCXRKL.jpg,221200.0,2009
167,Best Served Cold,Joe Abercrombie,9780316044950,7.99,880,NOVEL,pb,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/510tAelXkBL.jpg,221200.0,2010
168,Best Served Cold,Joe Abercrombie,9780316198356,15.99,630,NOVEL,tp,2012-07-24,Orbit (US),http://ecx.images-amazon.com/images/I/51aKDSkxhzL.jpg,221200.0,2012
169,Against a Dark Background,Iain M. Banks,9780316036375,12.99,480,NOVEL,tp,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51CM93X%2B4SL.jpg,168000.0,2009
170,Against a Dark Background,Iain M. Banks,9780316075947,9.99,,NOVEL,ebook,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51uKCBOmyJL.jpg,168000.0,2009
171,The Dwarves,Markus Heitz,9780316049443,15.99,752,NOVEL,tp,2009-07-03,Orbit (US),http://ecx.images-amazon.com/images/I/41ArEb6Xt0L.jpg,263200.0,2009
172,The Dwarves,Markus Heitz,9780316088602,9.99,,NOVEL,ebook,2009-10-14,Orbit (US),http://ecx.images-amazon.com/images/I/51MaOLGwMzL.jpg,263200.0,2009
173,Dead Men's Boots,Mike Carey,9780446551458,6.99,,NOVEL,ebook,2009-07-23,Orbit (US),http://ecx.images-amazon.com/images/I/51Cs-TrXkwL.jpg,147000.0,2009
174,Dead Men's Boots,Mike Carey,9780316511612,15.99,420,NOVEL,tp,2018-05-22,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51Tm1qa4AIL.jpg,147000.0,2018
175,Redemption Alley,Lilith Saintcrow,9780316035460,7.99,326,NOVEL,pb,2009-08-01,Orbit (US),http://www.isfdb.org/wiki/images/f/f1/RDMPTNLLWC2009.jpg,114100.0,2009
176,The Prodigal Mage,Karen Miller,9780316029209,24.99,512,NOVEL,hc,2009-08-10,Orbit (US),http://ecx.images-amazon.com/images/I/51oAs80ZjEL.jpg,179200.0,2009
177,The Prodigal Mage,Karen Miller,9780316052900,6.99,,NOVEL,ebook,2009-08-10,Orbit (US),http://ecx.images-amazon.com/images/I/51Qu6YY52qL.jpg,179200.0,2009
178,The Prodigal Mage,Karen Miller,9780316076401,7.99,648,NOVEL,pb,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ZE6us7r4L.jpg,179200.0,2010
179,The Eternal Prison,Jeff Somers,9780316022118,12.99,416,NOVEL,tp,2009-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/41YEbFu-xOL.jpg,145600.0,2009
180,The Eternal Prison,Jeff Somers,9780316052924,6.99,,NOVEL,ebook,2009-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/51l7TsBjKXL.jpg,145600.0,2009
181,The Eternal Prison,Jeff Somers,9780316075602,7.99,450,NOVEL,pb,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Mrc3h1FNL.jpg,145600.0,2010
182,Transition,Iain M. Banks,9780316071987,25.99,404,NOVEL,hc,2009-09-01,Orbit (US),http://www.isfdb.org/wiki/images/6/6f/TRNSTNSWPH2009.jpg,141400.0,2009
183,Transition,Iain M. Banks,9780316075961,9.99,,NOVEL,ebook,2009-09-05,Orbit (US),http://ecx.images-amazon.com/images/I/41qpg0vRtTL.jpg,141400.0,2009
184,Transition,Iain M. Banks,9780316071994,14.99,420,NOVEL,tp,2010-09-01,Orbit (US),http://www.isfdb.org/wiki/images/4/43/TRNSTNGCPK2010.jpg,141400.0,2010
185,The Drowning City: The Necromancer Chronicles Book One,Amanda Downum,9780316069045,7.99,370,NOVEL,pb,2009-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/512ZLTTkSXL.jpg,129500.0,2009
186,The Drowning City: The Necromancer Chronicles Book One,Amanda Downum,9780316078283,7.99,,NOVEL,ebook,2009-09-01,Orbit (US),http://covers.openlibrary.org/b/id/6376258-L.jpg,129500.0,2009
187,Soulless,Gail Carriger,9780316071659,6.99,,NOVEL,ebook,2009-09-04,Orbit (US),http://ecx.images-amazon.com/images/I/51-qDoNrqUL.jpg,130550.0,2009
188,Soulless,Gail Carriger,9780316056632,7.99,373,NOVEL,pb,2009-10-01,Orbit (US),http://www.isfdb.org/wiki/images/9/9b/SLLSSBMRHP2009.jpg,130550.0,2009
189,Soulless,Gail Carriger,9780316402415,14.0,370,NOVEL,tp,2014-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PafSWEZjL.jpg,130550.0,2014
190,Soulless,Gail Carriger,9780316438957,20.0,398,NOVEL,hc,2018-09-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61VlvcqErAL.jpg,130550.0,2018
191,Dark Is the Moon,Ian Irvine,9780446565783,4.99,,NOVEL,ebook,2009-09-26,Orbit (US),http://ecx.images-amazon.com/images/I/61DPs4HWciL.jpg,,2009
192,A Shadow on the Glass,Ian Irvine,9780446567596,2.99,,NOVEL,ebook,2009-09-26,Orbit (US),http://ecx.images-amazon.com/images/I/61gfyYL5d-L.jpg,,2009
193,Red Claw,Philip Palmer,9780316032902,8.99,,NOVEL,ebook,2009-09-30,Orbit (US),http://ecx.images-amazon.com/images/I/51Nekv5R7zL.jpg,162400.0,2009
194,Red Claw,Philip Palmer,9780316018937,12.99,464,NOVEL,tp,2009-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51qYtbSSkFL.jpg,162400.0,2009
195,The Night Angel Trilogy,Brent Weeks,9780316085144,27.0,2064,OMNIBUS,pb,2009-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51wX3Cvs-YL.jpg,722400.0,2009
196,The Night Angel Trilogy,Brent Weeks,9780316452212,30.0,xiv+1249,OMNIBUS,hc,2018-11-13,Orbit (US),http://www.isfdb.org/wiki/images/8/88/THNGHTNGLT2018.jpg,722400.0,2018
197,Orcs: Army of Shadows,Stan Nicholls,9780316072403,9.99,,NOVEL,ebook,2009-10-06,Orbit (US),http://ecx.images-amazon.com/images/I/51zG6InBNLL.jpg,,2009
198,Bite Marks,Jennifer Rardin,9780316071697,9.99,,NOVEL,ebook,2009-10-14,Orbit (US),http://ecx.images-amazon.com/images/I/51wTd8BvSRL.jpg,117600.0,2009
199,Bite Marks,Jennifer Rardin,9780316043823,13.99,336,NOVEL,tp,2010-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51LmlTpgtCL.jpg,117600.0,2010
200,Tempest Rising,Nicole Peeler,9780316076036,6.99,,NOVEL,ebook,2009-10-14,Orbit (US),http://ecx.images-amazon.com/images/I/51l7GaJCF9L.jpg,125650.0,2009
201,Tempest Rising,Nicole Peeler,9780316056588,7.99,359,NOVEL,pb,2009-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/518GTCv9UfL.jpg,125650.0,2009
202,Army of Shadows,Stan Nicholls,9780316033688,14.99,320,NOVEL,tp,2009-10-21,Orbit (US),http://ecx.images-amazon.com/images/I/51Nbi2YHGDL.jpg,112000.0,2009
203,Full Circle,Pamela Freeman,9780316071949,8.99,,NOVEL,ebook,2009-10-23,Orbit (US),http://ecx.images-amazon.com/images/I/51FzhjVh6kL.jpg,140000.0,2009
204,Full Circle,Pamela Freeman,9780316035620,12.99,400,NOVEL,tp,2009-11-12,Orbit (US),http://ecx.images-amazon.com/images/I/512aoPQ3HdL.jpg,140000.0,2009
205,The Sad Tale of the Brothers Grossbart,Jesse Bullington,9780316071925,9.99,,NOVEL,ebook,2009-10-27,Orbit (US),http://ecx.images-amazon.com/images/I/61%2BgRI-BFiL.jpg,152250.0,2009
206,The Sad Tale of the Brothers Grossbart,Jesse Bullington,9780316049344,14.99,435,NOVEL,tp,2009-11-16,Orbit (US),http://ecx.images-amazon.com/images/I/61XB0OEuEnL.jpg,152250.0,2009
207,Flesh Circus,Lilith Saintcrow,9780316072243,4.99,,NOVEL,ebook,2009-11-10,Orbit (US),http://ecx.images-amazon.com/images/I/51QCanaLOML.jpg,112700.0,2009
208,Flesh Circus,Lilith Saintcrow,9780316035453,7.99,322,NOVEL,pb,2009-12-01,Orbit (US),http://www.isfdb.org/wiki/images/8/82/FLSHCRCSZQ2009.jpg,112700.0,2009
209,Beyond the Wall of Time,Russell Kirkpatrick,9780316052832,6.99,,NOVEL,ebook,2009-11-12,Orbit (US),http://ecx.images-amazon.com/images/I/51mWp28SFiL.jpg,238700.0,2009
210,Beyond the Wall of Time,Russell Kirkpatrick,9780316007177,7.99,682,NOVEL,pb,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51LF2IV2yoL.jpg,238700.0,2009
211,Mr. Shivers,Robert Jackson Bennett,9780316071376,6.99,,NOVEL,ebook,2009-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51ErlnFjDNL.jpg,117600.0,2009
212,Mr. Shivers,Robert Jackson Bennett,9780316054683,19.99,336,NOVEL,hc,2010-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51NWzyOQicL.jpg,117600.0,2010
213,Mr. Shivers,Robert Jackson Bennett,9780316054690,7.99,344,NOVEL,pb,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51reboSoEKL.jpg,117600.0,2010
214,The Hundred Thousand Kingdoms,N. K. Jemisin,9780316075978,6.99,,NOVEL,ebook,2009-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51vle-qLYeL.jpg,149450.0,2009
215,The Hundred Thousand Kingdoms,N. K. Jemisin,9780316043915,13.99,427,NOVEL,tp,2010-02-25,Orbit (US),http://ecx.images-amazon.com/images/I/51LcM594U6L.jpg,149450.0,2010
216,The Hundred Thousand Kingdoms,N. K. Jemisin,9780316043922,7.99,425,NOVEL,pb,2010-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51KqnayJavL.jpg,149450.0,2010
217,Fallen Dragon,Peter F. Hamilton,9780316021838,14.99,818,NOVEL,tp,2009-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/510vdyx5XpL.jpg,286300.0,2009
218,Lord of the Changing Winds,Rachel Neumeier,9780316072786,7.99,367,NOVEL,pb,2010-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51t2sgSEpqL.jpg,128450.0,2010
219,Lord of the Changing Winds,Rachel Neumeier,9780316088855,6.99,,NOVEL,ebook,2010-04-09,Orbit (US),http://ecx.images-amazon.com/images/I/51z08EXbzJL.jpg,128450.0,2010
220,The Folding Knife,K. J. Parker,9780316038447,14.99,442,NOVEL,tp,2010-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51XsjBt4s%2BL.jpg,154700.0,2010
221,The Folding Knife,K. J. Parker,9780316072106,9.99,,NOVEL,ebook,2010-02-10,Orbit (US),http://ecx.images-amazon.com/images/I/51AieZ67JgL.jpg,154700.0,2010
222,The Last Stormlord,Glenda Larke,9780316075909,6.99,,NOVEL,ebook,2010-02-16,Orbit (US),http://ecx.images-amazon.com/images/I/51Y-RHTCnVL.jpg,235900.0,2010
223,The Last Stormlord,Glenda Larke,9780316069151,7.99,674,NOVEL,pb,2010-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/519dk%2BUHwJL.jpg,235900.0,2010
224,"The Midnight Mayor: or, the Inauguration of Matthew Swift",Kate Griffin,9780316041232,19.99,467,NOVEL,hc,2010-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/510nrlFF93L.jpg,163450.0,2010
225,"The Midnight Mayor: or, the Inauguration of Matthew Swift",Kate Griffin,9780316072342,6.99,,NOVEL,ebook,2010-03-08,Orbit (US),http://ecx.images-amazon.com/images/I/51LmPxqRG8L.jpg,163450.0,2010
226,The War of the Dwarves,Markus Heitz,9780316049368,17.0,748,NOVEL,tp,2010-03-01,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/81a1B3DAHwL.jpg,261800.0,2010
227,The War of the Dwarves,Markus Heitz,9780316097598,9.99,,NOVEL,ebook,2010-03-04,Orbit (US),http://ecx.images-amazon.com/images/I/51DV1Kg7S1L.jpg,261800.0,2010
228,Divine Misfortune,A. Lee Martinez,9780316072168,6.99,,NOVEL,ebook,2010-03-02,Orbit (US),http://ecx.images-amazon.com/images/I/51BP9J2OWSL.jpg,112000.0,2010
229,Divine Misfortune,A. Lee Martinez,9780316041270,19.99,320,NOVEL,hc,2010-03-26,Orbit (US),http://ecx.images-amazon.com/images/I/41slz9PDmlL.jpg,112000.0,2010
230,Divine Misfortune,A. Lee Martinez,9780316049924,7.99,321,NOVEL,pb,2011-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/41U4lUmHF9L.jpg,112000.0,2011
231,The Gaslight Dogs,Karin Lowachee,9780316021791,7.99,368,NOVEL,pb,2010-03-30,Orbit (US),http://ecx.images-amazon.com/images/I/51ZI17g724L.jpg,128800.0,2010
232,The Gaslight Dogs,Karin Lowachee,9780316088473,6.99,,NOVEL,ebook,2010-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/514Yg9GDq3L.jpg,128800.0,2010
233,The Mage in Black,Jaye Wells,9780316037808,7.99,352,NOVEL,pb,2010-03-30,Orbit (US),http://ecx.images-amazon.com/images/I/51T%2BDa6elBL.jpg,123200.0,2010
234,The Mage in Black,Jaye Wells,9780316071246,6.99,,NOVEL,ebook,2010-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51XoRb1JleL.jpg,123200.0,2010
235,Changeless,Gail Carriger,9780316088039,6.99,,NOVEL,ebook,2010-04-02,Orbit (US),http://ecx.images-amazon.com/images/I/51GMmfp3ECL.jpg,135800.0,2010
236,Changeless,Gail Carriger,9780316074148,7.99,388,NOVEL,pb,2010-04-30,Orbit (US),http://www.isfdb.org/wiki/images/a/a0/CHNGLSSPTJ2010.jpg,135800.0,2010
237,Changeless,Gail Carriger,9780316401777,15.0,384,NOVEL,tp,2014-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/514Wb0KMW8L.jpg,135800.0,2014
238,The Poison Throne,Celine Kiernan,9780316087841,9.99,,NOVEL,ebook,2010-04-02,Orbit (US),http://ecx.images-amazon.com/images/I/5111ETMCGrL.jpg,173600.0,2010
239,The Poison Throne,Celine Kiernan,9780316077064,14.99,496,NOVEL,tp,2010-04-07,Orbit (US),http://ecx.images-amazon.com/images/I/51dO9qd2JlL.jpg,173600.0,2010
240,Feed,Mira Grant,9780316122467,7.99,,NOVEL,ebook,2010-04-10,Orbit (US),http://ecx.images-amazon.com/images/I/51fsO16zUNL.jpg,199850.0,2010
241,Feed,Mira Grant,9780316081054,9.99,571,NOVEL,pb,2010-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51XDEf1YYaL.jpg,199850.0,2010
242,The Ambassador's Mission,Trudi Canavan,9780316089258,6.99,,NOVEL,ebook,2010-04-29,Orbit (US),http://ecx.images-amazon.com/images/I/51IQ-4kw%2BeL.jpg,179550.0,2010
243,The Ambassador's Mission,Trudi Canavan,9780316037839,25.99,513,NOVEL,hc,2010-05-18,Orbit (US),http://ecx.images-amazon.com/images/I/519Co9EVBNL.jpg,179550.0,2010
244,The Ambassador's Mission,Trudi Canavan,9780316037815,7.99,530,NOVEL,pb,2011-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ss4t-pPtL.jpg,179550.0,2011
245,Shadowrise,Tad Williams,9781841492957,20.55,592,NOVEL,tp,2010-05-06,Orbit (US),http://ecx.images-amazon.com/images/I/41CJHTfNobL.jpg,207200.0,2010
246,Stealing Fire,Jo Graham,9780316071253,9.99,,NOVEL,ebook,2010-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/51B1H4tDjcL.jpg,107100.0,2010
247,Stealing Fire,Jo Graham,9780316076395,14.99,306,NOVEL,tp,2010-05-25,Orbit (US),http://ecx.images-amazon.com/images/I/512-GYWwacL.jpg,107100.0,2010
248,Land of the Burning Sands,Rachel Neumeier,9780316088879,6.99,,NOVEL,ebook,2010-05-14,Orbit (US),http://ecx.images-amazon.com/images/I/51VauZsrGUL.jpg,158550.0,2010
249,Land of the Burning Sands,Rachel Neumeier,9780316072793,7.99,453,NOVEL,pb,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51FuyfwgYCL.jpg,158550.0,2010
250,Blonde Bombshell,Tom Holt,9780316126960,9.99,,NOVEL,ebook,2010-05-28,Orbit (US),http://ecx.images-amazon.com/images/I/51bhZ3LwcQL.jpg,132300.0,2010
251,Blonde Bombshell,Tom Holt,9780316086998,13.99,378,NOVEL,tp,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51O2FFHuPmL.jpg,132300.0,2010
252,The Map of All Things,Kevin J. Anderson,9780316004213,14.99,xix+591,NOVEL,tp,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51OYlqrmACL.jpg,206850.0,2010
253,The Map of All Things,Kevin J. Anderson,9780316088510,6.99,,NOVEL,ebook,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eCi9b-tNL.jpg,206850.0,2010
254,The Map of All Things,Kevin J. Anderson,9780316004220,7.99,xx+661,NOVEL,pb,2011-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51VgFcdhCEL.jpg,206850.0,2011
255,Tracking the Tempest,Nicole Peeler,9780316076012,6.99,,NOVEL,ebook,2010-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/519Y6ztMSXL.jpg,125300.0,2010
256,Tracking the Tempest,Nicole Peeler,9780316056571,7.99,358,NOVEL,pb,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/517tI-nrvzL.jpg,125300.0,2010
257,Wizard Squared,K. E. Mills,9780316052917,6.99,,NOVEL,ebook,2010-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/518Vg4OBzUL.jpg,185150.0,2010
258,Wizard Squared,K. E. Mills,9780316035439,7.99,529,NOVEL,pb,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51tgPHerUlL.jpg,185150.0,2010
259,The Crowded Shadows,Celine Kiernan,9780316087704,9.99,,NOVEL,ebook,2010-06-17,Orbit (US),http://ecx.images-amazon.com/images/I/51D-LeOxbML.jpg,175700.0,2010
260,The Crowded Shadows,Celine Kiernan,9780316077088,14.99,502,NOVEL,tp,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eqa7uIVaL.jpg,175700.0,2010
261,The Reluctant Mage,Karen Miller,9780316088466,6.99,,NOVEL,ebook,2010-07-08,Orbit (US),http://ecx.images-amazon.com/images/I/51PQNLyRRjL.jpg,186200.0,2010
262,The Reluctant Mage,Karen Miller,9780316029216,25.99,532,NOVEL,hc,2010-07-28,Orbit (US),http://ecx.images-amazon.com/images/I/51l4BxpHNTL.jpg,186200.0,2010
263,The Reluctant Mage,Karen Miller,9780316133388,7.99,672,NOVEL,pb,2011-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51aDLGtlZGL.jpg,186200.0,2011
264,The Unit,Terry DeHart,9780316077408,13.99,307,NOVEL,tp,2010-07-14,Orbit (US),http://ecx.images-amazon.com/images/I/51HpLSH-MFL.jpg,107450.0,2010
265,The Unit,Terry DeHart,9780316176811,9.99,,NOVEL,ebook,2010-07-28,Orbit (US),http://ecx.images-amazon.com/images/I/51FQY1AwrdL.jpg,107450.0,2010
266,Death Most Definite,Trent Jamieson,9780316085427,6.99,,NOVEL,ebook,2010-07-17,Orbit (US),http://ecx.images-amazon.com/images/I/51e8m3KQzmL.jpg,118650.0,2010
267,Death Most Definite,Trent Jamieson,9780316078009,7.99,339,NOVEL,pb,2010-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51cIUUdwH0L.jpg,118650.0,2010
268,The Black Prism,Brent Weeks,9780316075558,25.99,629,NOVEL,hc,2010-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51K3BnBah4L.jpg,220150.0,2010
269,The Black Prism,Brent Weeks,9780316087544,6.99,,NOVEL,ebook,2010-08-25,Orbit (US),http://ecx.images-amazon.com/images/I/51JSbnGAlUL.jpg,220150.0,2010
270,The Black Prism,Brent Weeks,9780316068130,7.99,787,NOVEL,pb,2011-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51p9vDK-8cL.jpg,220150.0,2011
271,The Black Prism,Brent Weeks,9780316246279,16.0,678,NOVEL,tp,2013-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/515zOsxnpQL.jpg,220150.0,2013
272,Stormlord Rising,Glenda Larke,9780316069144,7.99,691,NOVEL,pb,2010-08-01,Orbit (US),http://www.isfdb.org/wiki/images/e/e7/STRMLRDRSN2010.jpg,241850.0,2010
273,Stormlord Rising,Glenda Larke,9780316075916,6.99,,NOVEL,ebook,2010-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51sAiLM9TGL.jpg,241850.0,2010
274,The Terminal State,Jeff Somers,9780316069823,7.99,353,NOVEL,pb,2010-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51y-poTYYYL.jpg,123550.0,2010
275,The Terminal State,Jeff Somers,9780316179751,6.99,,NOVEL,ebook,2010-08-31,Orbit (US),http://ecx.images-amazon.com/images/I/518d-uoumdL.jpg,123550.0,2010
276,Blameless,Gail Carriger,9780316074155,7.99,374,NOVEL,pb,2010-09-01,Orbit (US),http://www.isfdb.org/wiki/images/4/4e/BLMLSSTHPR2010.jpg,130900.0,2010
277,Blameless,Gail Carriger,9780316082563,6.99,,NOVEL,ebook,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51df3vfItXL.jpg,130900.0,2010
278,Blameless,Gail Carriger,9780316401760,15.0,379,NOVEL,tp,2014-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ChjUa4NlL.jpg,130900.0,2014
279,Married with Zombies,Jesse Petersen,9780316102865,7.99,259,NOVEL,pb,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/512GTTAkGCL.jpg,90650.0,2010
280,Married with Zombies,Jesse Petersen,9780316178570,6.99,,NOVEL,ebook,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51j0Xp4DidL.jpg,90650.0,2010
281,Cold Magic,Kate Elliott,9780316080859,14.99,532,NOVEL,tp,2010-09-09,Orbit (US),http://ecx.images-amazon.com/images/I/51FVp91ETPL.jpg,186200.0,2010
282,Cold Magic,Kate Elliott,9780316121828,6.99,,NOVEL,ebook,2010-09-09,Orbit (US),http://ecx.images-amazon.com/images/I/51sOXnWa3NL.jpg,186200.0,2010
283,Cold Magic,Kate Elliott,9780316080873,7.99,580,NOVEL,pb,2011-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51VhlZgcYuL.jpg,186200.0,2011
